Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
LA0506135001WRCO1,WR,964,Desethyl atrazine,R,108.0,25.0,T,M ,,,H ,O,901,7.0,
LA0506135001WRCO1,WR,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0506205001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0506205001WRCO1,WR,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0506205001WRCO1,WR,305,Atrazine,R,328.0,5.0,T,M ,,,H ,O,901,7.0,
LA0506205001WRCO1,WR,964,Desethyl atrazine,R,165.0,25.0,T,M ,,,H ,O,901,7.0,
LA0506275001WRCO1,WR,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0506275001WRCO1,WR,249,Prometryn,R,25.0,15.0,T,M ,,Q ,H ,O,901,7.0,
LA0506275001WRCO1,WR,305,Atrazine,R,433.0,5.0,T,M ,,,H ,O,901,7.0,
LA0506275001WRCO1,WR,964,Desethyl atrazine,R,153.0,25.0,T,M ,,,H ,O,901,7.0,
LA0507115001WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0507115001WRCO1,WR,249,Prometryn,R,25.0,15.0,T,M ,,Q ,H ,O,901,7.0,
LA0507115001WRCO1,WR,305,Atrazine,R,608.0,5.0,T,M ,,,H ,O,901,7.0,
LA0507115001WRCO1,WR,964,Desethyl atrazine,R,203.0,25.0,T,M ,,,H ,O,901,7.0,
LA0507255001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0507255001WRCO1,WR,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0507255001WRCO1,WR,305,Atrazine,R,747.0,5.0,T,M ,,,H ,O,901,7.0,
LA0508085001WRCO1,WR,964,Desethyl atrazine,R,121.0,25.0,T,M ,,,H ,O,901,7.0,
LA0508225001WRCO1,WR,964,Desethyl atrazine,R,138.0,25.0,T,M ,,,H ,O,901,7.0,
LA0508225001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0509125001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0509125001WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0509125001WRCO1,WR,305,Atrazine,R,967.0,5.0,T,M ,,,H ,O,901,7.0,
LA0509265001WRCO1,WR,964,Desethyl atrazine,R,104.0,25.0,T,M ,,,H ,O,901,7.0,
LA0510035001WRCO1,WR,964,Desethyl atrazine,R,128.0,25.0,T,M ,,,H ,O,901,7.0,
LA0510035001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0510175001WRCO1,WR,964,Desethyl atrazine,R,145.0,25.0,T,M ,,,H ,O,901,7.0,
LA0510175001WRCO1,WR,149,Simazine,R,88.0,50.0,T,M ,,,H ,O,901,7.0,
LA0510315001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0510315001WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0510315001WRCO1,WR,305,Atrazine,R,623.0,5.0,T,M ,,,H ,O,901,7.0,
LA0510315001WRCO1,WR,964,Desethyl atrazine,R,259.0,25.0,T,M ,,,H ,O,901,7.0,
LA0511145001WRCO1,WR,305,Atrazine,R,898.0,5.0,T,M,,,H,O,901,7.0,
LA0511145001WRCO1,WR,964,Desethyl atrazine,R,176.0,25.0,T,M,,,H,O,901,7.0,
LA0511285001WRCO1,WR,964,Desethyl atrazine,R,281.0,25.0,T,M,,,H,O,901,7.0,
LA0512125001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I,,Q ,H,O,903,64.0,
LA0512125001WRCO1,WR,249,Prometryn,R,25.0,15.0,T,M,,Q ,H,O,901,7.0,
LA0512125001WRCO1,WR,305,Atrazine,R,1300.0,5.0,T,M,,,H,O,901,7.0,
LA0512125001WRCO1,WR,964,Desethyl atrazine,R,869.0,25.0,T,M,,,H,O,901,7.0,
LA0501245001WRCO1,WR,964,Desethyl atrazine,R,292.0,25.0,T,M ,,,H ,O,901,7.0,
LA0502145001WRCO1,WR,305,Atrazine,R,653.0,5.0,T,M ,,,H ,O,901,7.0,
LA0502285001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0503145001WRCO1,WR,026,"2,4-D",G,150.0,90.0,T,I ,,Q ,HU,O,902,62.0,
LA0503285001WRCO1,WR,964,Desethyl atrazine,R,170.0,25.0,T,M ,,,H ,O,901,7.0,
LA0504045001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0504115001WRCO1,WR,305,Atrazine,R,427.0,5.0,T,M ,,,H ,O,901,7.0,
LA0504185001WRCO1,WR,305,Atrazine,R,523.0,5.0,T,M ,,,H ,O,901,7.0,
LA0504255001WRCO1,WR,305,Atrazine,R,540.0,5.0,T,M ,,,H ,O,901,7.0,
LA0505025001WRCO1,WR,964,Desethyl atrazine,R,179.0,25.0,T,M ,,,H ,O,901,7.0,
LA0505095001WRCO1,WR,305,Atrazine,R,595.0,5.0,T,M ,,,H ,O,901,7.0,
LA0505165001WRCO1,WR,305,Atrazine,R,562.0,5.0,T,M ,,,H ,O,901,7.0,
LA0505235001WRCO1,WR,305,Atrazine,R,406.0,5.0,T,M ,,,H ,O,901,7.0,
LA0505315001WRCO1,WR,305,Atrazine,R,535.0,5.0,T,M ,,,H ,O,901,7.0,
LA0506065001WRCO1,WR,305,Atrazine,R,418.0,5.0,T,M ,,,H ,O,901,7.0,
LA0506135001WRCO1,WR,305,Atrazine,R,288.0,5.0,T,M ,,,H ,O,901,7.0,
LA0506205001WRCO1,WR,026,"2,4-D",G,150.0,90.0,T,I ,,Q ,HU,O,902,62.0,
LA0506275001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0507115001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0507255001WRCO1,WR,964,Desethyl atrazine,R,219.0,25.0,T,M ,,,H ,O,901,7.0,
LA0508085001WRCO1,WR,305,Atrazine,R,259.0,5.0,T,M ,,,H ,O,901,7.0,
LA0508225001WRCO1,WR,305,Atrazine,R,463.0,5.0,T,M ,,,H ,O,901,7.0,
LA0509125001WRCO1,WR,964,Desethyl atrazine,R,138.0,25.0,T,M ,,,H ,O,901,7.0,
LA0509265001WRCO1,WR,305,Atrazine,R,512.0,5.0,T,M ,,,H ,O,901,7.0,
LA0510035001WRCO1,WR,305,Atrazine,R,720.0,5.0,T,M ,,,H ,O,901,7.0,
LA0510175001WRCO1,WR,305,Atrazine,R,593.0,5.0,T,M ,,,H ,O,901,7.0,
LA0510315001WRCO1,WR,149,Simazine,R,83.0,50.0,T,M ,,Q ,H ,O,901,7.0,
LA0511145001WRCO1,WR,149,Simazine,R,83.0,50.0,T,M,,Q ,H,O,901,7.0,
LA0511285001WRCO1,WR,305,Atrazine,R,673.0,5.0,T,M,,,H,O,901,7.0,
LA0512125001WRCO1,WR,149,Simazine,R,83.0,50.0,T,M,,Q ,H,O,901,7.0,
LA0501245001WUCO1,WU,249,Prometryn,R,118.0,15.0,T,M ,,,H ,O,901,7.0,
LA0501245001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0501245001WUCO1,WU,305,Atrazine,R,799.0,5.0,T,M ,,,H ,O,901,7.0,
LA0502145001WUCO1,WU,964,Desethyl atrazine,R,244.0,25.0,T,M ,,,H ,O,901,7.0,
LA0502285001WUCO1,WU,249,Prometryn,R,86.0,15.0,T,M ,,,H ,O,901,7.0,
LA0502285001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0502285001WUCO1,WU,964,Desethyl atrazine,R,504.0,25.0,T,M ,,,H ,O,901,7.0,
LA0503145001WUCO1,WU,249,Prometryn,R,76.0,15.0,T,M ,,,H ,O,901,7.0,
LA0503145001WUCO1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0503145001WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1877.0,45.0,T,I ,,,H ,O,903,64.0,
LA0503145001WUCO1,WU,964,Desethyl atrazine,R,1078.0,25.0,T,M ,,,H ,O,901,7.0,
LA0503145001WUCO1,WU,305,Atrazine,R,531.0,5.0,T,M ,,,H ,O,901,7.0,
LA0503285001WUCO1,WU,964,Desethyl atrazine,R,179.0,25.0,T,M ,,,H ,O,901,7.0,
LA0503285001WUCO1,WU,249,Prometryn,R,75.0,15.0,T,M ,,,H ,O,901,7.0,
LA0504045001WUCO1,WU,249,Prometryn,R,95.0,15.0,T,M ,,,H ,O,901,7.0,
LA0504045001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0504045001WUCO1,WU,305,Atrazine,R,348.0,5.0,T,M ,,,H ,O,901,7.0,
LA0504115001WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0504115001WUCO1,WU,249,Prometryn,R,66.0,15.0,T,M ,,,H ,O,901,7.0,
LA0504115001WUCO1,WU,305,Atrazine,R,460.0,5.0,T,M ,,,H ,O,901,7.0,
LA0504185001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0504185001WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0504185001WUCO1,WU,305,Atrazine,R,567.0,5.0,T,M ,,,H ,O,901,7.0,
LA0504185001WUCO1,WU,964,Desethyl atrazine,R,171.0,25.0,T,I ,,,H ,O,901,7.0,
LA0504255001WUCO1,WU,964,Desethyl atrazine,R,211.0,25.0,T,M ,,,H ,O,901,7.0,
LA0504255001WUCO1,WU,249,Prometryn,R,84.0,15.0,T,M ,,,H ,O,901,7.0,
LA0505025001WUCO1,WU,249,Prometryn,R,91.0,15.0,T,M ,,,H ,O,901,7.0,
LA0505025001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0505025001WUCO1,WU,305,Atrazine,R,580.0,5.0,T,M ,,,H ,O,901,7.0,
LA0505095001WUCO1,WU,305,Atrazine,R,559.0,5.0,T,M ,,,H ,O,901,7.0,
LA0505095001WUCO1,WU,964,Desethyl atrazine,R,177.0,25.0,T,M ,,,H ,O,901,7.0,
LA0505165001WUCO1,WU,964,Desethyl atrazine,R,130.0,25.0,T,M ,,,H ,O,901,7.0,
LA0505165001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0505165001WUCO1,WU,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0505235001WUCO1,WU,964,Desethyl atrazine,R,129.0,25.0,T,M ,,,H ,O,901,7.0,
LA0505235001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0505315001WUCO1,WU,964,Desethyl atrazine,R,122.0,25.0,T,M ,,,H ,O,901,7.0,
LA0505315001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0506065001WUCO1,WU,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0506065001WUCO1,WU,305,Atrazine,R,292.0,5.0,T,M ,,,H ,O,901,7.0,
LA0506065001WUCO1,WU,964,Desethyl atrazine,R,168.0,25.0,T,M ,,,H ,O,901,7.0,
LA0506135001WUCO1,WU,964,Desethyl atrazine,R,133.0,25.0,T,M ,,,H ,O,901,7.0,
LA0506135001WUCO1,WU,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0506205001WUCO1,WU,305,Atrazine,R,386.0,5.0,T,M ,,,H ,O,901,7.0,
LA0506205001WUCO1,WU,964,Desethyl atrazine,R,191.0,25.0,T,M ,,,H ,O,901,7.0,
LA0506205001WUCO1,WU,026,"2,4-D",G,150.0,90.0,T,M ,,Q ,HU,O,902,62.0,
LA0506205001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0506275001WUCO1,WU,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0506275001WUCO1,WU,249,Prometryn,R,25.0,15.0,T,M ,,Q ,H ,O,901,7.0,
LA0506275001WUCO1,WU,305,Atrazine,R,365.0,5.0,T,M ,,,H ,O,901,7.0,
LA0506275001WUCO1,WU,026,"2,4-D",G,150.0,90.0,T,I ,,Q ,HU,O,902,62.0,
LA0507115001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0507115001WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0507115001WUCO1,WU,305,Atrazine,R,651.0,5.0,T,M ,,,H ,O,901,7.0,
LA0507255001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0507255001WUCO1,WU,249,Prometryn,R,25.0,15.0,T,M ,,Q ,H ,O,901,7.0,
LA0507255001WUCO1,WU,305,Atrazine,R,661.0,5.0,T,M ,,,H ,O,901,7.0,
LA0508085001WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0508085001WUCO1,WU,249,Prometryn,R,25.0,15.0,T,M ,,Q ,H ,O,901,7.0,
LA0508085001WUCO1,WU,305,Atrazine,R,218.0,5.0,T,M ,,,H ,O,901,7.0,
LA0508085001WUCO1,WU,964,Desethyl atrazine,R,90.0,25.0,T,M ,,,H ,O,901,7.0,
LA0508225001WUCO1,WU,249,Prometryn,R,25.0,15.0,T,M ,,Q ,H ,O,901,7.0,
LA0508225001WUCO1,WU,305,Atrazine,R,531.0,5.0,T,M ,,,H ,O,901,7.0,
LA0508225001WUCO1,WU,964,Desethyl atrazine,R,122.0,25.0,T,M ,,,H ,O,901,7.0,
LA0508225001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0508225001WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0509125001WUCO1,WU,249,Prometryn,R,25.0,15.0,T,M ,,Q ,H ,O,901,7.0,
LA0509125001WUCO1,WU,305,Atrazine,R,995.0,5.0,T,M ,,,H ,O,901,7.0,
LA0509125001WUCO1,WU,964,Desethyl atrazine,R,133.0,25.0,T,M ,,,H ,O,901,7.0,
LA0509265001WUCO1,WU,964,Desethyl atrazine,R,76.0,25.0,T,M ,,,H ,O,901,7.0,
LA0510035001WUCO1,WU,964,Desethyl atrazine,R,42.0,25.0,T,M ,,Q ,H ,O,901,7.0,
LA0510035001WUCO1,WU,305,Atrazine,R,41.0,5.0,T,M ,,,H ,O,901,7.0,
LA0510175001WUCO1,WU,964,Desethyl atrazine,R,136.0,25.0,T,M ,,,H ,O,901,7.0,
LA0510175001WUCO1,WU,149,Simazine,R,93.0,50.0,T,M ,,,H ,O,901,7.0,
LA0510315001WUCO1,WU,149,Simazine,R,83.0,50.0,T,M ,,Q ,H ,O,901,7.0,
LA0510315001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0510315001WUCO1,WU,305,Atrazine,R,672.0,5.0,T,M ,,,H ,O,901,7.0,
LA0511145001WUCO1,WU,964,Desethyl atrazine,R,186.0,25.0,T,M,,,H,O,901,7.0,
LA0511145001WUCO1,WU,149,Simazine,R,83.0,50.0,T,M,,Q ,H,O,901,7.0,
LA0511285001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,184.0,45.0,T,I,,,H,O,903,64.0,
LA0511285001WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I,,Q ,H,O,903,64.0,
LA0511285001WUCO1,WU,305,Atrazine,R,630.0,5.0,T,M,,,H,O,901,7.0,
LA0512125001WUCO1,WU,249,Prometryn,R,25.0,15.0,T,M,,Q ,H,O,901,7.0,
LA0512125001WUCO1,WU,305,Atrazine,R,1271.0,5.0,T,M,,,H,O,901,7.0,
LA0512125001WUCO1,WU,964,Desethyl atrazine,R,897.0,25.0,T,M,,,H,O,901,7.0,
LA0501245001WUCO1,WU,964,Desethyl atrazine,R,302.0,25.0,T,M ,,,H ,O,901,7.0,
LA0502145001WUCO1,WU,305,Atrazine,R,654.0,5.0,T,M ,,,H ,O,901,7.0,
LA0502285001WUCO1,WU,305,Atrazine,R,381.0,5.0,T,M ,,,H ,O,901,7.0,
LA0503145001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,266.0,45.0,T,I ,,,H ,O,903,64.0,
LA0503285001WUCO1,WU,305,Atrazine,R,624.0,5.0,T,M ,,,H ,O,901,7.0,
LA0504045001WUCO1,WU,964,Desethyl atrazine,R,231.0,25.0,T,M ,,,H ,O,901,7.0,
LA0504115001WUCO1,WU,964,Desethyl atrazine,R,144.0,25.0,T,M ,,,H ,O,901,7.0,
LA0504185001WUCO1,WU,249,Prometryn,R,87.0,15.0,T,M ,,,H ,O,901,7.0,
LA0504255001WUCO1,WU,305,Atrazine,R,606.0,5.0,T,M ,,,H ,O,901,7.0,
LA0505025001WUCO1,WU,964,Desethyl atrazine,R,178.0,25.0,T,M ,,,H ,O,901,7.0,
LA0505095001WUCO1,WU,249,Prometryn,R,54.0,15.0,T,M ,,,H ,O,901,7.0,
LA0505165001WUCO1,WU,305,Atrazine,R,397.0,5.0,T,M ,,,H ,O,901,7.0,
LA0505235001WUCO1,WU,305,Atrazine,R,400.0,5.0,T,M ,,,H ,O,901,7.0,
LA0505315001WUCO1,WU,305,Atrazine,R,487.0,5.0,T,M ,,,H ,O,901,7.0,
LA0506065001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0506135001WUCO1,WU,305,Atrazine,R,186.0,5.0,T,M ,,,H ,O,901,7.0,
LA0506205001WUCO1,WU,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0506275001WUCO1,WU,964,Desethyl atrazine,R,98.0,25.0,T,M ,,,H ,O,901,7.0,
LA0507115001WUCO1,WU,964,Desethyl atrazine,R,225.0,25.0,T,M ,,,H ,O,901,7.0,
LA0507255001WUCO1,WU,964,Desethyl atrazine,R,185.0,25.0,T,M ,,,H ,O,901,7.0,
LA0508085001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0508225001WUCO1,WU,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0509125001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0509265001WUCO1,WU,305,Atrazine,R,432.0,5.0,T,M ,,,H ,O,901,7.0,
LA0510035001WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
LA0510175001WUCO1,WU,305,Atrazine,R,710.0,5.0,T,M ,,,H ,O,901,7.0,
LA0510315001WUCO1,WU,964,Desethyl atrazine,R,368.0,25.0,T,M ,,,H ,O,901,7.0,
LA0511145001WUCO1,WU,305,Atrazine,R,860.0,5.0,T,M,,,H,O,901,7.0,
LA0511285001WUCO1,WU,964,Desethyl atrazine,R,201.0,25.0,T,M,,,H,O,901,7.0,
LA0512125001WUCO1,WU,149,Simazine,R,83.0,50.0,T,M,,Q ,H,O,901,7.0,
LA0603133018PTUS2,PT,070,Piperonyl butoxide,I,0.0075,0.0045,M,M,,Q,SM,O,818,7.0,3
LA0601095001WRCO1,WR,964,Desethyl atrazine,R,121.0,25.0,T,M,,,H,O,901,7.0,
LA0601095001WRCO1,WR,283,Metolachlor,A,75.0,45.0,T,LL,,Q,M,O,903,64.0,
LA0601235001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,LL,,Q,M,O,903,64.0,
LA0601235001WRCO1,WR,283,Metolachlor,A,75.0,45.0,T,LL,,Q,M,O,903,64.0,
LA0601235001WRCO1,WR,305,Atrazine,R,1010.0,5.0,T,M,,,H,O,901,7.0,
LA0602135001WRCO1,WR,964,Desethyl atrazine,R,42.0,25.0,T,M,,Q,H,O,901,7.0,
LA0602275001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,LL,,Q,M,O,903,64.0,
LA0602275001WRCO1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,75.0,45.0,T,LL,,Q,M,O,903,64.0,
LA0602275001WRCO1,WR,305,Atrazine,R,555.0,5.0,T,M,,,H,O,901,7.0,
LA0602275001WRCO1,WR,026,"2,4-D",G,150.0,90.0,T,LL,,Q,M,O,902,62.0,
LA0603135001WRCO1,WR,964,Desethyl atrazine,R,124.0,25.0,T,M,,,H,O,901,7.0,
LA0603275001WRCO1,WR,964,Desethyl atrazine,R,109.0,25.0,T,M,,,H,O,901,7.0,
LA0603275001WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,LL,,Q,M,O,903,64.0,
LA0603275001WRCO1,WR,305,Atrazine,R,440.0,5.0,T,M,,,H,O,901,7.0,
LA0604105001WRCO1,WR,964,Desethyl atrazine,R,42.0,25.0,T,M,,Q,H,O,901,7.0,
LA0604175001WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,LL,,Q,M,O,903,64.0,
LA0604175001WRCO1,WR,964,Desethyl atrazine,R,42.0,25.0,T,M,,Q,H,O,901,7.0,
LA0604175001WRCO1,WR,305,Atrazine,R,509.0,5.0,T,M,,,H,O,901,7.0,
