Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
MO9503130053WHUS3,WH,235,Chlorpyrifos methyl,C,0.039,0.001,M,MO,,,H,O,999.0,99.0,6
MO9503130075WHUS3,WH,024,Diazinon,C,0.014,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9503140025WHUS3,WH,235,Chlorpyrifos methyl,C,0.099,0.001,M,MO,,,H,O,999.0,99.0,6
MO9503140028WHUS3,WH,052,Malathion,C,0.032,0.003,M,MO,,,H,O,999.0,99.0,8
MO9503140030WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9503140030WHUS3,WH,235,Chlorpyrifos methyl,C,0.111,0.001,M,MO,,,H,O,999.0,99.0,6
MO9503140068WHUS3,WH,052,Malathion,C,0.023,0.003,M,MO,,,H,O,999.0,99.0,8
MO9503140144WHUS3,WH,052,Malathion,C,0.149,0.003,M,MO,,,H,O,999.0,99.0,8
MO9503150039WHUS3,WH,235,Chlorpyrifos methyl,C,0.002,0.001,M,MO,,Q,H,O,999.0,99.0,6
MO9503200062WHUS3,WH,052,Malathion,C,0.1,0.003,M,MO,,,H,O,999.0,99.0,8
MO9503200067WHUS3,WH,052,Malathion,C,0.119,0.003,M,MO,,,H,O,999.0,99.0,8
MO9503210054WHUS3,WH,235,Chlorpyrifos methyl,C,0.043,0.001,M,MO,,,H,O,999.0,99.0,6
MO9503210055WHUS3,WH,052,Malathion,C,0.527,0.003,M,MO,,,H,O,999.0,99.0,8
MO9503210056WHUS3,WH,235,Chlorpyrifos methyl,C,0.019,0.001,M,MO,,,H,O,999.0,99.0,6
MO9503210143WHUS3,WH,052,Malathion,C,0.029,0.003,M,MO,,,H,O,999.0,99.0,8
MO9503220074WHUS3,WH,024,Diazinon,C,0.017,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9503220074WHUS3,WH,052,Malathion,C,0.038,0.003,M,MO,,,H,O,999.0,99.0,8
MO9503230057WHUS3,WH,052,Malathion,C,2.262,0.003,M,MO,,,H,O,999.0,99.0,8
MO9503230072WHUS3,WH,052,Malathion,C,0.015,0.003,M,MO,,,H,O,999.0,99.0,8
MO9503230072WHUS3,WH,235,Chlorpyrifos methyl,C,0.072,0.001,M,MO,,,H,O,999.0,99.0,6
MO9503240079WHUS3,WH,235,Chlorpyrifos methyl,C,0.02,0.001,M,MO,,,H,O,999.0,99.0,6
MO9503240138WHUS3,WH,052,Malathion,C,0.127,0.003,M,MO,,,H,R,999.0,99.0,8
MO9503280063WHUS3,WH,235,Chlorpyrifos methyl,C,0.16,0.001,M,MO,,,H,O,999.0,99.0,6
MO9503280066WHUS3,WH,052,Malathion,C,0.031,0.003,M,MO,,,H,O,999.0,99.0,8
MO9503290140WHUS3,WH,052,Malathion,C,0.099,0.003,M,MO,,,H,O,999.0,99.0,8
MO9503300070WHUS3,WH,024,Diazinon,C,0.016,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9503300137WHUS3,WH,052,Malathion,C,0.014,0.003,M,MO,,,H,R,999.0,99.0,8
MO9503310069WHUS3,WH,235,Chlorpyrifos methyl,C,0.027,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504030084WHUS3,WH,052,Malathion,C,0.088,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504030098WHUS3,WH,024,Diazinon,C,0.016,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9504030098WHUS3,WH,052,Malathion,C,0.032,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504040071WHUS3,WH,235,Chlorpyrifos methyl,C,1.628,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504040071WHUS3,WH,024,Diazinon,C,0.022,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9504040247WHUS3,WH,052,Malathion,C,0.033,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504050246WHUS3,WH,052,Malathion,C,0.011,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504050246WHUS3,WH,235,Chlorpyrifos methyl,C,0.244,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504060077WHUS3,WH,235,Chlorpyrifos methyl,C,0.76,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504060080WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9504060080WHUS3,WH,052,Malathion,C,0.014,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504060083WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9504060083WHUS3,WH,024,Diazinon,C,0.019,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9504060085WHUS3,WH,235,Chlorpyrifos methyl,C,0.218,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504060085WHUS3,WH,052,Malathion,C,0.201,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504060085WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9504070081WHUS3,WH,160,Chlorpyrifos,C,0.013,0.003,M,MO,,,H,O,999.0,99.0,0.5
MO9504070081WHUS3,WH,235,Chlorpyrifos methyl,C,3.322,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504070082WHUS3,WH,024,Diazinon,C,0.015,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9504070082WHUS3,WH,235,Chlorpyrifos methyl,C,0.042,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504100255WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9504100255WHUS3,WH,235,Chlorpyrifos methyl,C,0.633,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504110086WHUS3,WH,024,Diazinon,C,0.02,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9504120095WHUS3,WH,052,Malathion,C,0.027,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504120095WHUS3,WH,235,Chlorpyrifos methyl,C,0.135,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504120095WHUS3,WH,024,Diazinon,C,0.013,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9504130087WHUS3,WH,052,Malathion,C,0.678,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504130092WHUS3,WH,024,Diazinon,C,0.016,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9504130092WHUS3,WH,052,Malathion,C,0.069,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504130241WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9504170088WHUS3,WH,235,Chlorpyrifos methyl,C,0.071,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504170101WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9504170101WHUS3,WH,235,Chlorpyrifos methyl,C,0.189,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504170102WHUS3,WH,235,Chlorpyrifos methyl,C,0.004,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504170103WHUS3,WH,235,Chlorpyrifos methyl,C,0.108,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504170103WHUS3,WH,052,Malathion,C,0.033,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504190090WHUS3,WH,024,Diazinon,C,0.018,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9504190090WHUS3,WH,235,Chlorpyrifos methyl,C,0.146,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504190090WHUS3,WH,052,Malathion,C,0.013,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504190093WHUS3,WH,052,Malathion,C,0.305,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504190093WHUS3,WH,235,Chlorpyrifos methyl,C,0.526,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504190093WHUS3,WH,160,Chlorpyrifos,C,0.012,0.003,M,MO,,,H,O,999.0,99.0,0.5
MO9504200089WHUS3,WH,052,Malathion,C,0.011,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504200091WHUS3,WH,305,Atrazine,R,0.004,0.002,M,MO,,Q,H,O,999.0,99.0,0.25
MO9504200091WHUS3,WH,052,Malathion,C,0.015,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504200094WHUS3,WH,052,Malathion,C,0.012,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504210104WHUS3,WH,235,Chlorpyrifos methyl,C,0.004,0.001,M,MO,,,H,O,999.0,99.0,6
MO9504210139WHUS3,WH,235,Chlorpyrifos methyl,C,0.339,0.001,M,MO,,,H,R,999.0,99.0,6
MO9504210139WHUS3,WH,052,Malathion,C,0.242,0.003,M,MO,,,H,R,999.0,99.0,8
MO9504240099WHUS3,WH,052,Malathion,C,0.012,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504240109WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9504250096WHUS3,WH,235,Chlorpyrifos methyl,C,0.002,0.001,M,MO,,Q,H,O,999.0,99.0,6
MO9504250096WHUS3,WH,024,Diazinon,C,0.019,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9504260105WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9504260107WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9504270097WHUS3,WH,024,Diazinon,C,0.017,0.004,M,MO,,,H,O,999.0,99.0,0.05
MO9504270097WHUS3,WH,052,Malathion,C,0.013,0.003,M,MO,,,H,O,999.0,99.0,8
MO9504270172WHUS3,WH,235,Chlorpyrifos methyl,C,0.009,0.001,M,MO,,,H,R,999.0,99.0,6
MO9505010100WHUS3,WH,052,Malathion,C,0.048,0.003,M,MO,,,H,O,999.0,99.0,8
MO9505010100WHUS3,WH,235,Chlorpyrifos methyl,C,0.732,0.001,M,MO,,,H,O,999.0,99.0,6
MO9505010111WHUS3,WH,052,Malathion,C,0.019,0.003,M,MO,,,H,O,999.0,99.0,8
MO9505030112WHUS3,WH,235,Chlorpyrifos methyl,C,0.04,0.001,M,MO,,,H,O,999.0,99.0,6
MO9505030113WHUS3,WH,235,Chlorpyrifos methyl,C,0.075,0.001,M,MO,,,H,O,999.0,99.0,6
MO9505040106WHUS3,WH,052,Malathion,C,0.016,0.003,M,MO,,,H,O,999.0,99.0,8
MO9505040114WHUS3,WH,235,Chlorpyrifos methyl,C,0.04,0.001,M,MO,,,H,O,999.0,99.0,6
MO9505050108WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9505050119WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9505050119WHUS3,WH,235,Chlorpyrifos methyl,C,0.228,0.001,M,MO,,,H,O,999.0,99.0,6
MO9505080110WHUS3,WH,235,Chlorpyrifos methyl,C,0.026,0.001,M,MO,,,H,O,999.0,99.0,6
MO9505090120WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,R,999.0,99.0,8
MO9505090121WHUS3,WH,052,Malathion,C,0.044,0.003,M,MO,,,H,R,999.0,99.0,8
MO9505090122WHUS3,WH,160,Chlorpyrifos,C,0.014,0.003,M,MO,,,H,R,999.0,99.0,0.5
MO9505090122WHUS3,WH,235,Chlorpyrifos methyl,C,0.862,0.001,M,MO,,,H,R,999.0,99.0,6
MO9505110118WHUS3,WH,235,Chlorpyrifos methyl,C,0.045,0.001,M,MO,,,H,O,999.0,99.0,6
MO9505120128WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,R,999.0,99.0,8
MO9505150126WHUS3,WH,052,Malathion,C,0.204,0.003,M,MO,,,H,R,999.0,99.0,8
MO9505150126WHUS3,WH,235,Chlorpyrifos methyl,C,0.199,0.001,M,MO,,,H,R,999.0,99.0,6
MO9505170132WHUS3,WH,052,Malathion,C,0.119,0.003,M,MO,,,H,R,999.0,99.0,8
MO9505170132WHUS3,WH,235,Chlorpyrifos methyl,C,0.073,0.001,M,MO,,,H,R,999.0,99.0,6
MO9505170157WHUS3,WH,052,Malathion,C,0.023,0.003,M,MO,,,H,O,999.0,99.0,8
MO9505170157WHUS3,WH,235,Chlorpyrifos methyl,C,0.658,0.001,M,MO,,,H,O,999.0,99.0,6
MO9505180134WHUS3,WH,160,Chlorpyrifos,C,0.012,0.003,M,MO,,,H,R,999.0,99.0,0.5
MO9505180134WHUS3,WH,235,Chlorpyrifos methyl,C,0.483,0.001,M,MO,,,H,R,999.0,99.0,6
MO9505180173WHUS3,WH,235,Chlorpyrifos methyl,C,0.002,0.001,M,MO,,Q,H,O,999.0,99.0,6
MO9505220124WHUS3,WH,052,Malathion,C,0.026,0.003,M,MO,,,H,R,999.0,99.0,8
MO9505220124WHUS3,WH,235,Chlorpyrifos methyl,C,0.17,0.001,M,MO,,,H,R,999.0,99.0,6
MO9505220125WHUS3,WH,235,Chlorpyrifos methyl,C,0.076,0.001,M,MO,,,H,R,999.0,99.0,6
MO9505220125WHUS3,WH,052,Malathion,C,0.065,0.003,M,MO,,,H,R,999.0,99.0,8
MO9505220133WHUS3,WH,052,Malathion,C,0.044,0.003,M,MO,,,H,R,999.0,99.0,8
MO9505220145WHUS3,WH,052,Malathion,C,0.133,0.003,M,MO,,,H,O,999.0,99.0,8
MO9505220154WHUS3,WH,235,Chlorpyrifos methyl,C,0.057,0.001,M,MO,,,H,O,999.0,99.0,6
MO9505220505WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9505220516WHUS3,WH,052,Malathion,C,0.021,0.003,M,MO,,,H,O,999.0,99.0,8
MO9505240127WHUS3,WH,235,Chlorpyrifos methyl,C,0.76,0.001,M,MO,,,H,R,999.0,99.0,6
MO9505240127WHUS3,WH,052,Malathion,C,0.126,0.003,M,MO,,,H,R,999.0,99.0,8
MO9505240129WHUS3,WH,052,Malathion,C,0.565,0.003,M,MO,,,H,R,999.0,99.0,8
MO9505240130WHUS3,WH,052,Malathion,C,0.05,0.003,M,MO,,,H,R,999.0,99.0,8
MO9505240131WHUS3,WH,235,Chlorpyrifos methyl,C,0.013,0.001,M,MO,,,H,R,999.0,99.0,6
MO9505240468WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9505250147WHUS3,WH,052,Malathion,C,0.045,0.003,M,MO,,,H,O,999.0,99.0,8
MO9505250150WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9505250166WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9505250166WHUS3,WH,052,Malathion,C,0.191,0.003,M,MO,,,H,O,999.0,99.0,8
MO9505300146WHUS3,WH,052,Malathion,C,0.118,0.003,M,MO,,,H,O,999.0,99.0,8
MO9505300185WHUS3,WH,052,Malathion,C,1.0,0.003,M,MO,,,H,O,999.0,99.0,8
MO9505310149WHUS3,WH,052,Malathion,C,0.013,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506010152WHUS3,WH,235,Chlorpyrifos methyl,C,0.053,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506010171WHUS3,WH,052,Malathion,C,0.015,0.003,M,MO,,,H,R,999.0,99.0,8
MO9506050151WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9506050181WHUS3,WH,055,Methoxychlor Total,A,0.056,0.007,M,MO,,,H,O,999.0,99.0,2
MO9506050181WHUS3,WH,235,Chlorpyrifos methyl,C,0.171,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506050181WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9506060148WHUS3,WH,052,Malathion,C,0.03,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506070179WHUS3,WH,052,Malathion,C,0.031,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506090193WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9506090193WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9506090201WHUS3,WH,235,Chlorpyrifos methyl,C,0.016,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506120169WHUS3,WH,052,Malathion,C,0.068,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506120195WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9506120195WHUS3,WH,235,Chlorpyrifos methyl,C,0.004,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506120196WHUS3,WH,235,Chlorpyrifos methyl,C,0.02,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506130156WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9506130203WHUS3,WH,052,Malathion,C,0.011,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506130203WHUS3,WH,235,Chlorpyrifos methyl,C,0.099,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506130256WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9506140197WHUS3,WH,235,Chlorpyrifos methyl,C,0.014,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506150155WHUS3,WH,052,Malathion,C,0.078,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506150158WHUS3,WH,235,Chlorpyrifos methyl,C,0.056,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506160170WHUS3,WH,052,Malathion,C,0.029,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506160174WHUS3,WH,052,Malathion,C,0.027,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506160174WHUS3,WH,235,Chlorpyrifos methyl,C,0.262,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506170183WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9506190234WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9506200162WHUS3,WH,052,Malathion,C,0.027,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506200162WHUS3,WH,235,Chlorpyrifos methyl,C,0.115,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506200163WHUS3,WH,235,Chlorpyrifos methyl,C,0.034,0.001,M,MO,,,H,R,999.0,99.0,6
MO9506220182WHUS3,WH,052,Malathion,C,0.22,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506220198WHUS3,WH,052,Malathion,C,0.023,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506220200WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9506220200WHUS3,WH,052,Malathion,C,0.08,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506230254WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9506230254WHUS3,WH,235,Chlorpyrifos methyl,C,1.073,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506230254WHUS3,WH,160,Chlorpyrifos,C,0.012,0.003,M,MO,,,H,O,999.0,99.0,0.5
MO9506260199WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9506260240WHUS3,WH,052,Malathion,C,0.06,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506260338WHUS3,WH,235,Chlorpyrifos methyl,C,0.032,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506270194WHUS3,WH,052,Malathion,C,0.006,0.003,M,MO,,Q,H,O,999.0,99.0,8
MO9506270194WHUS3,WH,160,Chlorpyrifos,C,0.005,0.003,M,MO,,Q,H,O,999.0,99.0,0.5
MO9506280176WHUS3,WH,160,Chlorpyrifos,C,0.011,0.003,M,MO,,,H,R,999.0,99.0,0.5
MO9506280176WHUS3,WH,052,Malathion,C,0.08,0.003,M,MO,,,H,R,999.0,99.0,8
MO9506280202WHUS3,WH,235,Chlorpyrifos methyl,C,0.006,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506280204WHUS3,WH,052,Malathion,C,0.011,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506280204WHUS3,WH,235,Chlorpyrifos methyl,C,0.135,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506280257WHUS3,WH,235,Chlorpyrifos methyl,C,0.034,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506290216WHUS3,WH,235,Chlorpyrifos methyl,C,0.031,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506290216WHUS3,WH,052,Malathion,C,0.25,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506290276WHUS3,WH,052,Malathion,C,0.06,0.003,M,MO,,,H,O,999.0,99.0,8
MO9506290276WHUS3,WH,235,Chlorpyrifos methyl,C,0.198,0.001,M,MO,,,H,O,999.0,99.0,6
MO9506300187WHUS3,WH,052,Malathion,C,0.122,0.003,M,MO,,,H,O,999.0,99.0,8
