Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
GA0602275001WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LT,,Q,H,O,811,62.0,
GA0602275001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,O,811,62.0,
GA0602275001WRMT1,WR,964,Desethyl atrazine,R,1.7,0.43,T,LT,,,H,O,811,62.0,
GA0602275001WRMT1,WR,942,Prometon,R,1.7,0.17,T,LT,,,H,O,811,62.0,
GA0603135001WRMT1,WR,964,Desethyl atrazine,R,1.5,0.43,T,LT,,,H,O,811,62.0,
GA0603135001WRMT1,WR,149,Simazine,R,110.0,0.71,T,LT,,,H,O,811,62.0,
GA0603135001WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LT,,Q,H,O,811,62.0,
GA0603135001WRMT1,WR,785,Desisopropyl atrazine,R,16.0,3.1,T,LT,,,H,O,811,62.0,
GA0603135001WRMT1,WR,305,Atrazine,R,6.9,0.66,T,LT,,,H,O,811,62.0,
GA0603135001WRMT1,WR,032,Diuron,A,5.8,3.5,T,LT,,Q,H,O,811,62.0,
GA0603135001WRMT1,WR,ACB,Imazapyr,J,5.4,1.0,T,LT,,,H,O,811,62.0,
GA0603135001WRMT1,WR,026,"2,4-D",G,3.5,0.65,T,LT,,,H,O,811,62.0,
GA0603135001WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LT,,Q,H,O,811,62.0,
GA0603135001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,O,811,62.0,
GA0603135001WRMT1,WR,780,Tebuthiuron,F,1.9,0.21,T,LT,,,H,O,811,62.0,
GA0603135001WRMT1,WR,942,Prometon,R,1.8,0.17,T,LT,,,H,O,811,62.0,
GA0603275001WRMT1,WR,305,Atrazine,R,13.0,0.66,T,LT,,,H,O,811,62.0,
GA0603275001WRMT1,WR,ACB,Imazapyr,J,6.3,1.0,T,LT,,,H,O,811,62.0,
GA0603275001WRMT1,WR,032,Diuron,A,5.8,3.5,T,LT,,Q,H,O,811,62.0,
GA0603275001WRMT1,WR,026,"2,4-D",G,4.1,0.65,T,LT,,,H,O,811,62.0,
GA0603275001WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LT,,Q,H,O,811,62.0,
GA0603275001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,O,811,62.0,
GA0603275001WRMT1,WR,964,Desethyl atrazine,R,1.7,0.43,T,LT,,,H,O,811,62.0,
GA0603275001WRMT1,WR,780,Tebuthiuron,F,1.5,0.21,T,LT,,,H,O,811,62.0,
GA0603275001WRMT1,WR,942,Prometon,R,1.1,0.17,T,LT,,,H,O,811,62.0,
GA0603275001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LT,,Q,H,O,811,62.0,
GA0603275001WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LT,,Q,H,O,811,62.0,
GA0603275001WRMT1,WR,149,Simazine,R,110.0,0.71,T,LT,,,H,O,811,62.0,
GA0604105001WRMT1,WR,731,Triclopyr,G,2.7,1.6,T,LT,,Q,H,O,811,62.0,
GA0604105001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,O,811,62.0,
GA0604105001WRMT1,WR,964,Desethyl atrazine,R,1.7,0.43,T,LT,,,H,O,811,62.0,
GA0604105001WRMT1,WR,942,Prometon,R,1.4,0.17,T,LT,,,H,O,811,62.0,
GA0604105001WRMT1,WR,780,Tebuthiuron,F,1.4,0.21,T,LT,,,H,O,811,62.0,
GA0604105001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.2,0.36,T,LT,,,H,O,811,62.0,
GA0604105001WRMT1,WR,149,Simazine,R,110.0,0.71,T,LT,,,H,O,811,62.0,
GA0604105001WRMT1,WR,785,Desisopropyl atrazine,R,18.0,3.1,T,LT,,,H,O,811,62.0,
GA0604105001WRMT1,WR,305,Atrazine,R,15.0,0.66,T,LT,,,H,O,811,62.0,
GA0604105001WRMT1,WR,ACB,Imazapyr,J,5.6,1.0,T,LT,,,H,O,811,62.0,
GA0604245001WRMT1,WR,149,Simazine,R,75.0,0.71,T,LT,,,H,O,811,62.0,
GA0604245001WRMT1,WR,785,Desisopropyl atrazine,R,17.0,3.1,T,LT,,,H,O,811,62.0,
GA0604245001WRMT1,WR,305,Atrazine,R,16.0,0.66,T,LT,,,H,O,811,62.0,
GA0604245001WRMT1,WR,026,"2,4-D",G,9.4,0.65,T,LT,,,H,O,811,62.0,
GA0604245001WRMT1,WR,ACB,Imazapyr,J,5.3,1.0,T,LT,,,H,O,811,62.0,
GA0604245001WRMT1,WR,964,Desethyl atrazine,R,2.4,0.43,T,LT,,,H,O,811,62.0,
GA0604245001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,O,811,62.0,
GA0604245001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.4,0.36,T,LT,,,H,O,811,62.0,
GA0604245001WRMT1,WR,780,Tebuthiuron,F,1.4,0.21,T,LT,,,H,O,811,62.0,
GA0604245001WRMT1,WR,942,Prometon,R,0.97,0.17,T,LT,,,H,O,811,62.0,
GA0605085001WRMT1,WR,942,Prometon,R,1.2,0.17,T,LT,,,H,O,811,62.0,
GA0605085001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LT,,Q,H,O,811,62.0,
GA0605085001WRMT1,WR,149,Simazine,R,98.0,0.71,T,LT,,,H,O,811,62.0,
GA0605085001WRMT1,WR,305,Atrazine,R,23.0,0.66,T,LT,,,H,O,811,62.0,
GA0605085001WRMT1,WR,785,Desisopropyl atrazine,R,20.0,3.1,T,LT,,,H,O,811,62.0,
GA0605085001WRMT1,WR,026,"2,4-D",G,3.0,0.65,T,LT,,,H,O,811,62.0,
GA0605085001WRMT1,WR,964,Desethyl atrazine,R,2.3,0.43,T,LT,,,H,O,811,62.0,
GA0605085001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,O,811,62.0,
GA0605085001WRMT1,WR,ACB,Imazapyr,J,2.0,1.0,T,LT,,Q,H,O,811,62.0,
GA0605225001WRMT1,WR,785,Desisopropyl atrazine,R,26.0,3.1,T,LT,,,H,O,811,62.0,
GA0605225001WRMT1,WR,305,Atrazine,R,26.0,0.66,T,LT,,,H,O,811,62.0,
GA0605225001WRMT1,WR,026,"2,4-D",G,3.4,0.65,T,LT,,,H,O,811,62.0,
GA0605225001WRMT1,WR,964,Desethyl atrazine,R,3.2,0.43,T,LT,,,H,O,811,62.0,
GA0605225001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,O,811,62.0,
GA0605225001WRMT1,WR,ACB,Imazapyr,J,2.0,1.0,T,LT,,Q,H,O,811,62.0,
GA0605225001WRMT1,WR,780,Tebuthiuron,F,1.5,0.21,T,LT,,,H,O,811,62.0,
GA0605225001WRMT1,WR,942,Prometon,R,1.3,0.17,T,LT,,,H,O,811,62.0,
GA0605225001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.2,0.36,T,LT,,,H,O,811,62.0,
GA0606055001WRMT1,WR,942,Prometon,R,1.0,0.17,T,LT,,,H,O,811,62.0,
GA0606055001WRMT1,WR,149,Simazine,R,85.0,0.71,T,LT,,,H,O,811,62.0,
GA0606055001WRMT1,WR,305,Atrazine,R,21.0,0.66,T,LT,,,H,O,811,62.0,
GA0606055001WRMT1,WR,785,Desisopropyl atrazine,R,19.0,3.1,T,LT,,,H,O,811,62.0,
GA0606055001WRMT1,WR,ACB,Imazapyr,J,11.0,1.0,T,LT,,,H,O,811,62.0,
GA0606055001WRMT1,WR,AED,Hydroxy atrazine,R,4.5,1.2,T,LT,,,H,O,811,62.0,
GA0606055001WRMT1,WR,964,Desethyl atrazine,R,2.8,0.43,T,LT,,,H,O,811,62.0,
GA0606055001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.7,0.36,T,LT,,,H,O,811,62.0,
GA0606055001WRMT1,WR,780,Tebuthiuron,F,1.4,0.21,T,LT,,,H,O,811,62.0,
GA0606205001WRMT1,WR,964,Desethyl atrazine,R,2.7,0.43,T,LT,,,H,O,811,62.0,
GA0606205001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,O,811,62.0,
GA0606205001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.2,0.36,T,LT,,,H,O,811,62.0,
GA0606205001WRMT1,WR,780,Tebuthiuron,F,1.1,0.21,T,LT,,,H,O,811,62.0,
GA0606205001WRMT1,WR,942,Prometon,R,0.88,0.17,T,LT,,,H,O,811,62.0,
GA0606205001WRMT1,WR,149,Simazine,R,74.0,0.71,T,LT,,,H,O,811,62.0,
GA0606205001WRMT1,WR,785,Desisopropyl atrazine,R,19.0,3.1,T,LT,,,H,O,811,62.0,
GA0607105001WRMT1,WR,780,Tebuthiuron,F,1.3,0.21,T,LT,,,H,R ,811,62.0,
GA0607105001WRMT1,WR,942,Prometon,R,0.92,0.17,T,LT,,,H,R ,811,62.0,
GA0607105001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LT,,Q,H,R ,811,62.0,
GA0607105001WRMT1,WR,149,Simazine,R,65.0,0.71,T,LT,,,H,R ,811,62.0,
GA0607105001WRMT1,WR,785,Desisopropyl atrazine,R,21.0,3.1,T,LT,,,H,R ,811,62.0,
GA0607105001WRMT1,WR,305,Atrazine,R,18.0,0.66,T,LT,,,H,R ,811,62.0,
GA0607105001WRMT1,WR,964,Desethyl atrazine,R,3.6,0.43,T,LT,,,H,R ,811,62.0,
GA0607105001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,R ,811,62.0,
GA0607245001WRMT1,WR,785,Desisopropyl atrazine,R,24.0,3.1,T,LT,,,H,O,811,62.0,
GA0607245001WRMT1,WR,305,Atrazine,R,18.0,0.66,T,LT,,,H,O,811,62.0,
GA0607245001WRMT1,WR,AED,Hydroxy atrazine,R,5.0,1.2,T,LT,,,H,O,811,62.0,
GA0607245001WRMT1,WR,964,Desethyl atrazine,R,4.5,0.43,T,LT,,,H,O,811,62.0,
GA0607245001WRMT1,WR,780,Tebuthiuron,F,1.3,0.21,T,LT,,,H,O,811,62.0,
GA0607245001WRMT1,WR,942,Prometon,R,0.89,0.17,T,LT,,,H,O,811,62.0,
GA0607245001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LT,,Q,H,O,811,62.0,
GA0608075001WRMT1,WR,785,Desisopropyl atrazine,R,21.0,3.1,T,LT,,,H,O,811,62.0,
GA0608075001WRMT1,WR,305,Atrazine,R,18.0,0.66,T,LT,,,H,O,811,62.0,
GA0608075001WRMT1,WR,AED,Hydroxy atrazine,R,4.6,1.2,T,LT,,,H,O,811,62.0,
GA0608075001WRMT1,WR,964,Desethyl atrazine,R,3.9,0.43,T,LT,,,H,O,811,62.0,
GA0608075001WRMT1,WR,ACB,Imazapyr,J,2.0,1.0,T,LT,,Q,H,O,811,62.0,
GA0608075001WRMT1,WR,780,Tebuthiuron,F,1.6,0.21,T,LT,,,H,O,811,62.0,
GA0608075001WRMT1,WR,942,Prometon,R,1.1,0.17,T,LT,,,H,O,811,62.0,
GA0608075001WRMT1,WR,026,"2,4-D",G,1.08,0.65,T,LT,,Q,H,O,811,62.0,
GA0608075001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LT,,Q,H,O,811,62.0,
GA0608215001WRMT1,WR,AED,Hydroxy atrazine,R,4.9,1.2,T,LT,,,H,O,811,62.0,
GA0608215001WRMT1,WR,964,Desethyl atrazine,R,3.5,0.43,T,LT,,,H,O,811,62.0,
GA0608215001WRMT1,WR,ACB,Imazapyr,J,2.0,1.0,T,LT,,Q,H,O,811,62.0,
GA0608215001WRMT1,WR,780,Tebuthiuron,F,1.5,0.21,T,LT,,,H,O,811,62.0,
GA0608215001WRMT1,WR,942,Prometon,R,1.3,0.17,T,LT,,,H,O,811,62.0,
GA0608215001WRMT1,WR,026,"2,4-D",G,1.08,0.65,T,LT,,Q,H,O,811,62.0,
GA0608215001WRMT1,WR,149,Simazine,R,55.0,0.71,T,LT,,,H,O,811,62.0,
GA0608215001WRMT1,WR,785,Desisopropyl atrazine,R,19.0,3.1,T,LT,,,H,O,811,62.0,
GA0609115001WRMT1,WR,785,Desisopropyl atrazine,R,12.0,3.1,T,LT,,,H,O,811,62.0,
GA0609115001WRMT1,WR,AED,Hydroxy atrazine,R,6.5,1.2,T,LT,,,H,O,811,62.0,
GA0609115001WRMT1,WR,964,Desethyl atrazine,R,2.4,0.43,T,LT,,,H,O,811,62.0,
GA0609115001WRMT1,WR,ACB,Imazapyr,J,2.0,1.0,T,LT,,Q,H,O,811,62.0,
GA0609115001WRMT1,WR,780,Tebuthiuron,F,2.0,0.21,T,LT,,,H,O,811,62.0,
GA0609115001WRMT1,WR,942,Prometon,R,1.1,0.17,T,LT,,,H,O,811,62.0,
GA0609115001WRMT1,WR,758,Bentazon,F,0.74,0.18,T,LT,,,H,O,811,62.0,
GA0609115001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LT,,Q,H,O,811,62.0,
GA0609115001WRMT1,WR,149,Simazine,R,47.0,0.71,T,LT,,,H,O,811,62.0,
GA0609255001WRMT1,WR,026,"2,4-D",G,1.08,0.65,T,LT,,Q,H,O,811,62.0,
GA0609255001WRMT1,WR,758,Bentazon,F,0.66,0.18,T,LT,,,H,O,811,62.0,
GA0609255001WRMT1,WR,149,Simazine,R,62.0,0.71,T,LT,,,H,O,811,62.0,
GA0609255001WRMT1,WR,785,Desisopropyl atrazine,R,22.0,3.1,T,LT,,,H,O,811,62.0,
GA0609255001WRMT1,WR,305,Atrazine,R,19.0,0.66,T,LT,,,H,O,811,62.0,
GA0609255001WRMT1,WR,032,Diuron,A,5.8,3.5,T,LT,,Q,H,O,811,62.0,
GA0609255001WRMT1,WR,AED,Hydroxy atrazine,R,5.4,1.2,T,LT,,,H,O,811,62.0,
GA0609255001WRMT1,WR,964,Desethyl atrazine,R,4.2,0.43,T,LT,,,H,O,811,62.0,
GA0609255001WRMT1,WR,ACB,Imazapyr,J,4.1,1.0,T,LT,,,H,O,811,62.0,
GA0609255001WRMT1,WR,780,Tebuthiuron,F,2.7,0.21,T,LT,,,H,O,811,62.0,
GA0609255001WRMT1,WR,942,Prometon,R,1.4,0.17,T,LT,,,H,O,811,62.0,
GA0610165001WRMT1,WR,780,Tebuthiuron,F,1.9,0.21,T,LT,,,H,O,811,62.0,
GA0610165001WRMT1,WR,026,"2,4-D",G,1.08,0.65,T,LT,,Q,H,O,811,62.0,
GA0610165001WRMT1,WR,942,Prometon,R,0.96,0.17,T,LT,,,H,O,811,62.0,
GA0610165001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LT,,Q,H,O,811,62.0,
GA0610165001WRMT1,WR,149,Simazine,R,55.0,0.71,T,LT,,,H,O,811,62.0,
GA0610165001WRMT1,WR,785,Desisopropyl atrazine,R,20.0,3.1,T,LT,,,H,O,811,62.0,
GA0610165001WRMT1,WR,305,Atrazine,R,15.0,0.66,T,LT,,,H,O,811,62.0,
GA0610165001WRMT1,WR,032,Diuron,A,5.8,3.5,T,LT,,Q,H,O,811,62.0,
GA0610165001WRMT1,WR,AED,Hydroxy atrazine,R,4.0,1.2,T,LT,,,H,O,811,62.0,
GA0610305001WRMT1,WR,758,Bentazon,F,0.3,0.18,T,LT,,Q,H,O,811,62.0,
GA0610305001WRMT1,WR,149,Simazine,R,55.0,0.71,T,LT,,,H,O,811,62.0,
GA0610305001WRMT1,WR,032,Diuron,A,15.0,3.5,T,LT,,,H,O,811,62.0,
GA0610305001WRMT1,WR,305,Atrazine,R,13.0,0.66,T,LT,,,H,O,811,62.0,
GA0610305001WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LT,,Q,H,O,811,62.0,
GA0610305001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,2.2,0.36,T,LT,,,H,O,811,62.0,
GA0610305001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,O,811,62.0,
GA0610305001WRMT1,WR,ACB,Imazapyr,J,2.0,1.0,T,LT,,Q,H,O,811,62.0,
GA0610305001WRMT1,WR,964,Desethyl atrazine,R,1.8,0.43,T,LT,,,H,O,811,62.0,
GA0610305001WRMT1,WR,780,Tebuthiuron,F,1.6,0.21,T,LT,,,H,O,811,62.0,
GA0610305001WRMT1,WR,026,"2,4-D",G,1.08,0.65,T,LT,,Q,H,O,811,62.0,
GA0611135001WRMT1,WR,964,Desethyl atrazine,R,2.1,0.43,T,LT,,,H,O,811,62.0,
GA0611135001WRMT1,WR,ACB,Imazapyr,J,2.0,1.0,T,LT,,Q,H,O,811,62.0,
GA0611135001WRMT1,WR,780,Tebuthiuron,F,1.7,0.21,T,LT,,,H,O,811,62.0,
GA0611135001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.3,0.36,T,LT,,,H,O,811,62.0,
GA0611135001WRMT1,WR,026,"2,4-D",G,1.08,0.65,T,LT,,Q,H,O,811,62.0,
GA0611135001WRMT1,WR,942,Prometon,R,0.98,0.17,T,LT,,,H,O,811,62.0,
GA0611135001WRMT1,WR,149,Simazine,R,62.0,0.71,T,LT,,,H,O,811,62.0,
GA0611135001WRMT1,WR,305,Atrazine,R,16.0,0.66,T,LT,,,H,O,811,62.0,
GA0611135001WRMT1,WR,785,Desisopropyl atrazine,R,11.0,3.1,T,LT,,,H,O,811,62.0,
GA0611135001WRMT1,WR,032,Diuron,A,5.8,3.5,T,LT,,Q,H,O,811,62.0,
GA0611275001WRMT1,WR,026,"2,4-D",G,1.08,0.65,T,LT,,Q,H,O,811,62.0,
GA0611275001WRMT1,WR,942,Prometon,R,0.88,0.17,T,LT,,,H,O,811,62.0,
GA0611275001WRMT1,WR,149,Simazine,R,55.0,0.71,T,LT,,,H,O,811,62.0,
GA0611275001WRMT1,WR,305,Atrazine,R,17.0,0.66,T,LT,,,H,O,811,62.0,
GA0611275001WRMT1,WR,785,Desisopropyl atrazine,R,14.0,3.1,T,LT,,,H,O,811,62.0,
GA0611275001WRMT1,WR,032,Diuron,A,5.8,3.5,T,LT,,Q,H,O,811,62.0,
GA0611275001WRMT1,WR,AED,Hydroxy atrazine,R,4.8,1.2,T,LT,,,H,O,811,62.0,
GA0611275001WRMT1,WR,964,Desethyl atrazine,R,3.0,0.43,T,LT,,,H,O,811,62.0,
GA0611275001WRMT1,WR,ACB,Imazapyr,J,2.0,1.0,T,LT,,Q,H,O,811,62.0,
GA0611275001WRMT1,WR,780,Tebuthiuron,F,2.0,0.21,T,LT,,,H,O,811,62.0,
GA0612045001WRMT1,WR,942,Prometon,R,0.96,0.17,T,LT,,,H,O,811,62.0,
GA0612045001WRMT1,WR,149,Simazine,R,48.0,0.71,T,LT,,,H,O,811,62.0,
GA0612045001WRMT1,WR,305,Atrazine,R,14.0,0.66,T,LT,,,H,O,811,62.0,
GA0612045001WRMT1,WR,785,Desisopropyl atrazine,R,13.0,3.1,T,LT,,,H,O,811,62.0,
GA0612045001WRMT1,WR,032,Diuron,A,5.8,3.5,T,LT,,Q,H,O,811,62.0,
GA0612045001WRMT1,WR,964,Desethyl atrazine,R,3.0,0.43,T,LT,,,H,O,811,62.0,
GA0612045001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,O,811,62.0,
GA0612045001WRMT1,WR,ACB,Imazapyr,J,2.0,1.0,T,LT,,Q,H,O,811,62.0,
GA0612045001WRMT1,WR,780,Tebuthiuron,F,2.0,0.21,T,LT,,,H,O,811,62.0,
GA0612045001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1.3,0.36,T,LT,,,H,O,811,62.0,
