Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
NC9409120008APCA1,AP,178,Omethoate,C,0.005,0.003,M,D,,Q,M,O,,,2
NC9409120008APCA1,AP,171,Dimethoate,C,0.005,0.003,M,D,,Q,M,O,,,2
NC9409120008APCA1,AP,065,Parathion ethyl,C,0.005,0.003,M,D,,Q,M,O,,,1
NC9409120014APCA1,AP,055,Methoxychlor Total,A,0.11,0.02,M,D,M,,M,O,,,14
NC9409120014APCA1,AP,042,Azinphos methyl,C,0.082,0.02,M,D,,,M,O,,,2
NC9410180003APCA1,AP,125,Diphenylamine (DPA),F,2.7,0.01,M,MO,,,H,O,,,10
NC9410180003APUS2,AP,723,Formetanate hydrochloride,E,0.19,0.05,M,,,,H,O,,,3
NC9410180003APCA1,AP,057,Parathion methyl,C,0.005,0.003,M,D,M,Q,M,O,,,1
NC9410180003APCA1,AP,042,Azinphos methyl,C,0.033,0.02,M,D,M,Q,M,O,,,2
NC9410180006APCA1,AP,083,O-Phenylphenol,I,0.22,0.01,M,MO,,,H,O,,,25
NC9410180006APCA1,AP,102,Carbaryl,E,0.14,0.015,M,D,,,H,O,,,10
NC9410180006APCA1,AP,537,Oxamyl,E,0.025,0.015,M,,,Q,H,O,,,2
NC9410180006APCA1,AP,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,H,O,,,10
NC9410180006APCA1,AP,115,Endosulfans Total,A,0.096,0.005,M,D,M,,M,O,,,2
NC9410180006APCA1,AP,157,Thiabendazole,B,0.46,0.03,M,MO,,,H,O,,,10
NC9410180007APCA1,AP,042,Azinphos methyl,C,0.12,0.02,M,D,M,,M,O,,,2
NC9410180013APUS1,AP,192,Benomyl,B,0.084,0.05,M,D,,Q,H,O,,,7
NC9410180013APCA1,AP,011,Captan,A,0.065,0.008,M,D,M,,M,O,,,25
NC9410180013APCA1,AP,178,Omethoate,C,0.005,0.003,M,D,,Q,M,O,,,2
NC9410180013APCA1,AP,159,Methomyl,E,0.025,0.015,M,,,Q,H,O,,,1
NC9411140005APCA1,AP,042,Azinphos methyl,C,0.033,0.02,M,D,M,Q,M,O,,,2
NC9411140006APCA1,AP,623,Propargite,I,0.35,0.02,M,MO,,,H,O,,,3
NC9411140006APCA1,AP,011,Captan,A,0.32,0.008,M,D,M,,M,O,,,25
NC9411140006APCA1,AP,042,Azinphos methyl,C,0.033,0.02,M,D,,Q,M,O,,,2
NC9411140006APCA1,AP,125,Diphenylamine (DPA),F,0.15,0.01,M,MO,,,H,O,,,10
NC9411140006APCA1,AP,083,O-Phenylphenol,I,0.15,0.01,M,MO,,,H,O,,,25
NC9411140006APCA1,AP,159,Methomyl,E,0.082,0.015,M,,,,H,O,,,1
NC9411140008APCA1,AP,623,Propargite,I,0.35,0.02,M,MO,,,H,O,,,3
NC9411140008APUS1,AP,192,Benomyl,B,0.13,0.05,M,D,,,H,O,,,7
NC9411140013APUS1,AP,192,Benomyl,B,0.084,0.05,M,D,,Q,H,O,,,7
NC9411140013APCA1,AP,125,Diphenylamine (DPA),F,2.3,0.01,M,MO,,,H,O,,,10
NC9411140013APCA1,AP,057,Parathion methyl,C,0.005,0.003,M,D,M,Q,M,O,,,1
NC9412050005APCA1,AP,125,Diphenylamine (DPA),F,0.8,0.01,M,MO,,,H,O,,,10
NC9412050005APCA1,AP,157,Thiabendazole,B,0.67,0.03,M,MO,,,H,O,,,10
NC9412050005APCA1,AP,102,Carbaryl,E,0.07,0.015,M,M,,,H,O,,,10
NC9412050005APCA1,AP,083,O-Phenylphenol,I,0.055,0.01,M,MO,,,H,O,,,25
NC9412050007APCA1,AP,623,Propargite,I,0.07,0.02,M,MO,,,H,O,,,3
NC9412050011APCA1,AP,011,Captan,A,0.013,0.008,M,D,,Q,M,O,,,25
NC9412050011APCA1,AP,623,Propargite,I,0.23,0.02,M,MO,,,H,O,,,3
NC9412050011APCA1,AP,115,Endosulfans Total,A,0.005,0.005,M,D,,Q,M,O,,,2
NC9412050015APCA1,AP,042,Azinphos methyl,C,0.099,0.02,M,D,M,,M,O,,,2
NC9412050015APCA1,AP,125,Diphenylamine (DPA),F,0.57,0.01,M,MO,,,H,O,,,10
NC9401110005BRCA1,BR,164,Chlorothalonil,A,0.094,0.008,M,D,,,M,O,,,5
NC9402210014BRCA1,BR,134,DCPA,A,0.013,0.008,M,M,,Q,M,O,,,5
NC9401180003APCA1,AP,042,Azinphos methyl,C,0.033,0.02,M,D,,Q,M,O,,,2
NC9401180006APCA1,AP,011,Captan,A,0.081,0.008,M,D,M,,M,O,,,25
NC9401180007APCA1,AP,057,Parathion methyl,C,0.01,0.003,M,D,,,M,O,,,1
NC9401180013APCA1,AP,623,Propargite,I,0.36,0.02,M,M,,,H,O,,,3
NC9402160005APCA1,AP,057,Parathion methyl,C,0.029,0.003,M,D,M,,M,O,,,1
NC9402160006APCA1,AP,042,Azinphos methyl,C,0.033,0.02,M,D,M,Q,M,O,,,2
NC9402160008APCA1,AP,125,Diphenylamine (DPA),F,0.68,0.01,M,M,,,H,O,,,10
NC9402160013APUS1,AP,192,Benomyl,B,0.05,0.05,M,D,,Q,H,O,,,7
NC9403070001APUS1,AP,192,Benomyl,B,0.1,0.05,M,D,,,H,O,,,7
NC9403070005APCA1,AP,165,Phosmet,C,0.017,0.01,M,D,,Q,M,O,,,10
NC9403070007APCA1,AP,125,Diphenylamine (DPA),F,0.25,0.01,M,M,,,H,O,,,10
NC9403070011APCA1,AP,125,Diphenylamine (DPA),F,2.1,0.01,M,M,,,H,O,,,10
NC9404200005APTX1,AP,042,Azinphos methyl,C,0.04,0.024,M,D,,Q,M,O,,,2
NC9404200006APTX1,AP,125,Diphenylamine (DPA),F,0.17,0.008,M,MO,,,H,O,,,10
NC9404200008APTX1,AP,042,Azinphos methyl,C,0.04,0.024,M,D,M,Q,M,O,,,2
NC9404200013APUS2,AP,723,Formetanate hydrochloride,E,0.085,0.05,M,,,Q,H,O,,,3
NC9405090005APCA1,AP,042,Azinphos methyl,C,0.033,0.02,M,D,,Q,M,O,,,2
NC9405090007APCA1,AP,125,Diphenylamine (DPA),F,1.2,0.01,M,M,,,H,O,,,10
NC9405090010APCA1,AP,042,Azinphos methyl,C,0.033,0.02,M,D,,Q,M,O,,,2
NC9406080002APCA1,AP,042,Azinphos methyl,C,0.03,0.02,M,D,,,M,O,,,2
NC9406080006APCA1,AP,011,Captan,A,0.18,0.008,M,D,M,,M,O,,,25
NC9406080007APCA1,AP,125,Diphenylamine (DPA),F,0.34,0.01,M,M,,,H,O,,,10
NC9406080012APCA1,AP,157,Thiabendazole,B,0.53,0.03,M,M,,,H,O,,,10
NC9407270001APCA1,AP,083,O-Phenylphenol,I,0.017,0.01,M,MO,,Q,H,O,,,25
NC9407270007APUS1,AP,192,Benomyl,B,0.27,0.05,M,D,,,H,O,,,7
NC9407270011APCA1,AP,157,Thiabendazole,B,0.28,0.03,M,MO,,,H,O,,,10
NC9408300005APCA1,AP,083,O-Phenylphenol,I,0.017,0.01,M,M,,Q,H,O,,,25
NC9408300006APCA1,AP,042,Azinphos methyl,C,0.033,0.02,M,D,,Q,M,O,,,2
NC9408300013APCA1,AP,102,Carbaryl,E,0.025,0.015,M,M,,Q,H,O,,,10
NC9409120005APCA1,AP,623,Propargite,I,0.4,0.02,M,MO,,,H,O,,,3
NC9409120007APCA1,AP,160,Chlorpyrifos,C,0.016,0.003,M,D,M,,M,O,,,1.5
NC9409120008APCA1,AP,057,Parathion methyl,C,0.022,0.003,M,D,M,,M,O,,,1
NC9409120014APCA1,AP,537,Oxamyl,E,0.025,0.015,M,,,Q,H,O,,,2
NC9410180003APCA1,AP,157,Thiabendazole,B,4.7,0.03,M,MO,,,H,O,,,10
NC9410180006APCA1,AP,042,Azinphos methyl,C,0.23,0.02,M,D,M,,M,O,,,2
NC9410180007APCA1,AP,102,Carbaryl,E,0.2,0.015,M,D,M,,H,O,,,10
NC9410180013APCA1,AP,057,Parathion methyl,C,0.021,0.003,M,D,M,,M,O,,,1
NC9411140005APCA1,AP,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,Q,H,O,,,10
NC9411140006APCA1,AP,157,Thiabendazole,B,0.98,0.03,M,MO,,,H,O,,,10
NC9411140008APCA1,AP,011,Captan,A,0.57,0.008,M,D,M,,M,O,,,25
NC9411140013APCA1,AP,011,Captan,A,0.013,0.008,M,D,,Q,M,O,,,25
NC9412050005APCA1,AP,042,Azinphos methyl,C,0.033,0.02,M,D,M,Q,M,O,,,2
NC9412050007APCA1,AP,125,Diphenylamine (DPA),F,0.035,0.01,M,MO,,,H,O,,,10
NC9412050011APCA1,AP,165,Phosmet,C,0.017,0.01,M,D,,Q,M,O,,,10
NC9412050015APCA1,AP,157,Thiabendazole,B,0.54,0.03,M,MO,,,H,O,,,10
NC9401110005BRCA1,BR,171,Dimethoate,C,0.005,0.003,M,D,,Q,M,O,,,2
NC9402210001BRCA1,BR,134,DCPA,A,0.013,0.008,M,M,,Q,M,O,,,5
NC9402210014BRCA1,BR,164,Chlorothalonil,A,0.013,0.008,M,D,,Q,M,O,,,5
NC9405230006BRCA1,BR,134,DCPA,A,0.013,0.008,M,D,,Q,M,O,,,5
NC9407250011BRCA1,BR,159,Methomyl,E,0.025,0.015,M,,,Q,H,O,,,3
NC9408030011BRCA1,BR,134,DCPA,A,0.013,0.008,M,D,M,Q,M,O,,,5
NC9412190008BRTX1,BR,134,DCPA,A,0.012,0.007,M,D,M,Q,H,O,,,5
NC9412190014BRTX1,BR,134,DCPA,A,0.012,0.007,M,D,M,Q,H,O,,,5
NC9412190015BRTX1,BR,134,DCPA,A,0.03,0.007,M,D,M,,H,O,,,5
NC9401030001CECA1,CE,164,Chlorothalonil,A,0.032,0.008,M,D,M,,M,O,,,15
NC9401030006CECA1,CE,537,Oxamyl,E,0.2,0.015,M,,,,H,O,,,3
NC9401030008CECA1,CE,539,Permethrin Total,O,0.079,0.01,M,D,M,,M,O,,,5
NC9401030013CECA1,CE,164,Chlorothalonil,A,0.15,0.008,M,D,M,,M,R,,,15
NC9402280005CECA1,CE,164,Chlorothalonil,A,0.089,0.008,M,D,,,M,O,,,15
NC9402280006CECA1,CE,164,Chlorothalonil,A,0.018,0.008,M,D,,,M,O,,,15
NC9402280011CECA1,CE,164,Chlorothalonil,A,0.094,0.008,M,D,,,M,O,,,15
NC9402280013CECA1,CE,164,Chlorothalonil,A,0.015,0.008,M,D,,,M,O,,,15
NC9403150005CECA1,CE,170,Methamidophos,C,0.005,0.003,M,D,,Q,M,O,,,1
NC9403150007CECA1,CE,164,Chlorothalonil,A,0.048,0.008,M,D,M,,M,O,,,15
NC9401030001CECA1,CE,539,Permethrin Total,O,0.054,0.01,M,D,M,Q,M,O,,,5
NC9401030006CECA1,CE,164,Chlorothalonil,A,0.29,0.008,M,D,M,,M,O,,,15
NC9401030008CECA1,CE,164,Chlorothalonil,A,0.587,0.008,M,D,M,,M,R,,,15
NC9402280005CECA1,CE,539,Permethrin Total,O,0.086,0.01,M,D,,,M,O,,,5
NC9402280006CECA1,CE,539,Permethrin Total,O,0.054,0.01,M,D,,Q,M,O,,,5
NC9402280011CECA1,CE,539,Permethrin Total,O,0.054,0.01,M,D,,Q,M,O,,,5
NC9402280011CECA1,CE,144,Dicloran,A,0.25,0.008,M,D,,,M,O,,,15
NC9402280013CECA1,CE,539,Permethrin Total,O,0.037,0.01,M,D,,Q,M,O,,,5
NC9403150005CECA1,CE,539,Permethrin Total,O,0.084,0.01,M,D,,,M,O,,,5
NC9403150005CECA1,CE,164,Chlorothalonil,A,0.07,0.008,M,D,M,,M,O,,,15
NC9403150007CECA1,CE,539,Permethrin Total,O,0.037,0.01,M,D,,Q,M,O,,,5
NC9403150013CECA1,CE,164,Chlorothalonil,A,0.056,0.008,M,D,M,,M,O,,,15
NC9403150013CECA1,CE,204,Acephate,C,0.15,0.003,M,D,,,M,O,,,10
NC9403150014CECA1,CE,537,Oxamyl,E,0.025,0.015,M,,,Q,H,O,,,3
NC9401110011CRCA1,CR,300,DDE,A,0.013,0.008,M,D,M,Q,M,O,,,3 AL
NC9406270011CRMI1,CR,626,Iprodione,A,0.1,0.06,M,M,,Q,M,O,,,5
NC9410240005CRTX1,CR,151,Trifluralin,A,0.028,0.008,M,D,M,,H,O,,,1
NC9410240007CRTX1,CR,626,Iprodione,A,0.049,0.008,M,D,M,,H,O,,,5
NC9410240011CRTX1,CR,626,Iprodione,A,0.032,0.008,M,D,M,,H,O,,,5
NC9410240011CRTX1,CR,151,Trifluralin,A,0.04,0.008,M,D,M,,H,O,,,1
NC9410240014CRTX1,CR,083,O-Phenylphenol,I,0.014,0.008,M,MO,,Q,H,O,,,20
NC9410240014CRTX1,CR,151,Trifluralin,A,0.035,0.008,M,D,M,,H,O,,,1
NC9411070005CRTX1,CR,626,Iprodione,A,0.032,0.008,M,D,M,,H,O,,,5
NC9411070011CRTX1,CR,151,Trifluralin,A,0.028,0.008,M,D,M,,H,O,,,1
NC9411070014CRTX1,CR,626,Iprodione,A,0.055,0.008,M,D,M,,H,O,,,5
NC9412190006CRTX1,CR,626,Iprodione,A,0.046,0.008,M,D,M,,H,O,,,5
NC9412190006CRTX1,CR,151,Trifluralin,A,0.033,0.008,M,D,M,,H,O,,,1
NC9412190008CRTX1,CR,151,Trifluralin,A,0.013,0.008,M,D,M,Q,H,O,,,1
NC9412190008CRTX1,CR,300,DDE,A,0.012,0.007,M,D,M,Q,H,O,,,3 AL
NC9412190014CRTX1,CR,151,Trifluralin,A,0.013,0.008,M,D,M,Q,H,O,,,1
NC9412190015CRTX1,CR,151,Trifluralin,A,0.013,0.008,M,D,M,Q,H,O,,,1
NC9401030001GBCA1,GB,164,Chlorothalonil,A,0.2,0.008,M,D,M,,M,O,,,5
NC9401030006GBCA1,GB,115,Endosulfans Total,A,0.167,0.005,M,D,M,,M,O,,,2
NC9401030013GBCA1,GB,164,Chlorothalonil,A,0.26,0.008,M,D,M,,M,O,,,5
NC9402280005GBTX1,GB,626,Iprodione,A,0.069,0.008,M,D,M,,H,O,,,2
NC9402280005GBTX1,GB,115,Endosulfans Total,A,0.347,0.007,M,D,M,,H,O,,,2
NC9402280006GBTX1,GB,626,Iprodione,A,0.068,0.008,M,D,M,,H,O,,,2
NC9402280006GBTX1,GB,115,Endosulfans Total,A,0.335,0.007,M,D,M,,H,O,,,2
NC9402280011GBTX1,GB,204,Acephate,C,0.02,0.005,M,D,,,M,O,,,3
NC9402280011GBTX1,GB,164,Chlorothalonil,A,0.093,0.007,M,D,,,H,O,,,5
NC9402280011GBTX1,GB,304,Quintozene (PCNB),A,0.007,0.004,M,D,,Q,H,O,,,0.1
NC9402280011GBTX1,GB,170,Methamidophos,C,0.006,0.004,M,D,,Q,M,O,,,NT
NC9402280013GBTX1,GB,170,Methamidophos,C,0.19,0.004,M,D,,Q,M,O,,,NT
NC9402280013GBTX1,GB,115,Endosulfans Total,A,0.098,0.007,M,D,,,H,O,,,2
NC9402280013GBTX1,GB,164,Chlorothalonil,A,0.049,0.007,M,D,,,H,O,,,5
NC9403150005GBCA1,GB,115,Endosulfans Total,A,0.014,0.005,M,D,,Q,M,O,,,2
NC9403150005GBCA1,GB,164,Chlorothalonil,A,0.08,0.008,M,D,M,,M,O,,,5
NC9403150005GBCA1,GB,170,Methamidophos,C,0.005,0.003,M,D,,Q,M,O,,,NT
NC9403150007GBCA1,GB,170,Methamidophos,C,0.38,0.003,M,D,,,M,O,,,NT
NC9403150007GBCA1,GB,164,Chlorothalonil,A,0.13,0.008,M,D,M,,M,O,,,5
NC9403150007GBCA1,GB,115,Endosulfans Total,A,0.021,0.005,M,D,,,M,O,,,2
NC9403150013GBCA1,GB,115,Endosulfans Total,A,0.025,0.005,M,D,,,M,O,,,2
NC9403150014GBCA1,GB,164,Chlorothalonil,A,0.038,0.008,M,D,,,M,O,,,5
NC9403150014GBCA1,GB,204,Acephate,C,0.13,0.003,M,D,,,M,O,,,3
NC9403150014GBCA1,GB,115,Endosulfans Total,A,0.009,0.005,M,D,,Q,M,O,,,2
NC9404270013GBUS1,GB,192,Benomyl,B,0.084,0.05,M,D,,Q,H,O,,,2
NC9404270013GBMI1,GB,115,Endosulfans Total,A,0.34,0.009,M,M,,,M,O,,,2
NC9405180013GBMI1,GB,204,Acephate,C,0.05,0.005,M,M,,,M,O,,,3
NC9406010006GBMI1,GB,168,Aldicarb sulfone,E,0.013,0.008,M,D,,QV,H,A,,,NT
NC9407190013GBMI1,GB,170,Methamidophos,C,0.006,0.003,M,D,,Q,M,O,,,NT
NC9408160008GBMI1,GB,204,Acephate,C,0.28,0.005,M,M,,,M,R,,,3
NC9411090005GBTX1,GB,115,Endosulfans Total,A,0.08,0.007,M,D,M,,H,O,,,2
NC9411090005GBTX1,GB,204,Acephate,C,0.26,0.005,M,D,,,M,O,,,3
NC9411090005GBTX1,GB,304,Quintozene (PCNB),A,0.007,0.004,M,D,,Q,H,O,,,0.1
NC9412140006GBTX1,GB,171,Dimethoate,C,0.12,0.007,M,D,M,,M,O,,,2
NC9412140006GBTX1,GB,204,Acephate,C,0.092,0.005,M,D,,,M,O,,,3
NC9412140006GBTX1,GB,115,Endosulfans Total,A,0.194,0.007,M,D,,,H,O,,,2
NC9412140014GBTX1,GB,204,Acephate,C,0.23,0.005,M,D,,,M,O,,,3
NC9412140014GBTX1,GB,170,Methamidophos,C,0.13,0.004,M,D,,,M,O,,,NT
NC9403150013CECA1,CE,170,Methamidophos,C,0.005,0.003,M,D,,Q,M,O,,,1
NC9403150014CECA1,CE,164,Chlorothalonil,A,0.013,0.008,M,D,M,Q,M,O,,,15
NC9401110011CRCA1,CR,626,Iprodione,A,0.11,0.02,M,D,M,,M,O,,,5
NC9401110014CRCA1,CR,626,Iprodione,A,0.074,0.02,M,D,M,,M,O,,,5
NC9402210006CRCA1,CR,151,Trifluralin,A,0.233,0.02,M,D,M,,M,O,,,1
NC9402210008CRCA1,CR,626,Iprodione,A,0.033,0.02,M,D,M,Q,M,O,,,5
NC9403290005CRCA1,CR,151,Trifluralin,A,0.033,0.02,M,D,M,Q,M,O,,,1
NC9403290011CRCA1,CR,151,Trifluralin,A,0.033,0.02,M,D,M,Q,M,O,,,1
NC9403290014CRCA1,CR,151,Trifluralin,A,0.033,0.02,M,M,,Q,M,O,,,1
NC9406270001CRMI1,CR,300,DDE,A,0.011,0.006,M,M,,Q,M,O,,,3 AL
NC9406270011CRMI1,CR,300,DDE,A,0.011,0.006,M,M,,Q,M,O,,,3 AL
