Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
PA0203184025BAUS2C,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
PA0204014028BAUS2H,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
PA0204014028BAUS2S,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
PA0204224028BAUS2S,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
PA0205274028BAUS2C,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
PA0207084028BAUS2S,BA,902,Endosulfan sulfate,A,0.002,0.0003,M,D,,,H,O,999,65.0,0.2
PA0502084521KAUS2B,KA,910,"DDE p,p'",A,0.0015,0.0009,M,M ,,Q ,SM,O,818,7.0,5 AL
PA0501245002WRCO1,WR,305,Atrazine,R,113.0,5.0,T,M ,,,H ,O,901,7.0,
PA0501245002WRCO1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0501245002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1917.0,45.0,T,I ,,,H ,O,903,64.0,
PA0501245002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,255.0,45.0,T,I ,,,H ,O,903,64.0,
PA0502145002WRCO1,WR,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0502145002WRCO1,WR,305,Atrazine,R,46.0,5.0,T,M ,,,H ,O,901,7.0,
PA0502145002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1764.0,45.0,T,I ,,,H ,O,903,64.0,
PA0502145002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,221.0,45.0,T,I ,,,H ,O,903,64.0,
PA0502145002WRCO1,WR,964,Desethyl atrazine,R,121.0,25.0,T,M ,,,H ,O,901,7.0,
PA0502145002WRCO1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0502285002WRCO1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0502285002WRCO1,WR,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0502285002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1643.0,45.0,T,I ,,,H ,O,903,64.0,
PA0502285002WRCO1,WR,964,Desethyl atrazine,R,252.0,25.0,T,M ,,,H ,O,901,7.0,
PA0503145002WRCO1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0503145002WRCO1,WR,305,Atrazine,R,48.0,5.0,T,M ,,,H ,O,901,7.0,
PA0503145002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1447.0,45.0,T,I ,,,H ,O,903,64.0,
PA0503145002WRCO1,WR,964,Desethyl atrazine,R,558.0,25.0,T,M ,,,H ,O,901,7.0,
PA0503285002WRCO1,WR,305,Atrazine,R,34.0,5.0,T,I ,,,H ,O,901,7.0,
PA0503285002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1738.0,45.0,T,I ,,,H ,O,903,64.0,
PA0503285002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,274.0,45.0,T,I ,,,H ,O,903,64.0,
PA0503285002WRCO1,WR,964,Desethyl atrazine,R,101.0,25.0,T,M ,,,H ,O,901,7.0,
PA0503285002WRCO1,WR,ABO,Acetochlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0504045002WRCO1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0504045002WRCO1,WR,305,Atrazine,R,42.0,5.0,T,M ,,,H ,O,901,7.0,
PA0504045002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1467.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504115002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0504115002WRCO1,WR,305,Atrazine,R,41.0,5.0,T,M ,,,H ,O,901,7.0,
PA0504115002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1519.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504185002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,211.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504185002WRCO1,WR,305,Atrazine,R,39.0,5.0,T,M ,,,H ,O,901,7.0,
PA0504255002WRCO1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0504255002WRCO1,WR,305,Atrazine,R,48.0,5.0,T,M ,,,H ,O,901,7.0,
PA0504255002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1435.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504255002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,260.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504255002WRCO1,WR,964,Desethyl atrazine,R,152.0,25.0,T,M ,,,H ,O,901,7.0,
PA0505025002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,218.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505025002WRCO1,WR,305,Atrazine,R,41.0,5.0,T,M ,,,H ,O,901,7.0,
PA0505095002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,182.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505095002WRCO1,WR,305,Atrazine,R,33.0,5.0,T,M ,,,H ,O,901,7.0,
PA0505165002WRCO1,WR,305,Atrazine,R,40.0,5.0,T,M ,,,H ,O,901,7.0,
PA0505165002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,937.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505165002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0505235002WRCO1,WR,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0505235002WRCO1,WR,305,Atrazine,R,68.0,5.0,T,M ,,,H ,O,901,7.0,
PA0505235002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1491.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505315002WRCO1,WR,305,Atrazine,R,67.0,5.0,T,M ,,,H ,O,901,7.0,
PA0505315002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,978.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505315002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,156.0,45.0,T,I ,,,H ,O,903,64.0,
PA0506065002WRCO1,WR,964,Desethyl atrazine,R,106.0,25.0,T,M ,,,H ,O,901,7.0,
PA0506065002WRCO1,WR,305,Atrazine,R,56.0,5.0,T,M ,,,H ,O,901,7.0,
PA0506065002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,881.0,45.0,T,I ,,,H ,O,903,64.0,
PA0506135002WRCO1,WR,964,Desethyl atrazine,R,65.0,25.0,T,M ,,,H ,O,901,7.0,
PA0506135002WRCO1,WR,305,Atrazine,R,39.0,5.0,T,M ,,,H ,O,901,7.0,
PA0506135002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,875.0,45.0,T,I ,,,H ,O,903,64.0,
PA0506205002WRCO1,WR,964,Desethyl atrazine,R,128.0,25.0,T,M ,,,H ,O,901,7.0,
PA0506205002WRCO1,WR,305,Atrazine,R,58.0,5.0,T,M ,,,H ,O,901,7.0,
PA0506205002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,930.0,45.0,T,I ,,,H ,O,903,64.0,
PA0506275002WRCO1,WR,964,Desethyl atrazine,R,42.0,25.0,T,M ,,Q ,H ,O,901,7.0,
PA0506275002WRCO1,WR,305,Atrazine,R,39.0,5.0,T,M ,,,H ,O,901,7.0,
PA0506275002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,756.0,45.0,T,I ,,,H ,O,903,64.0,
PA0507115002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,188.0,45.0,T,I ,,,H ,O,903,64.0,
PA0507115002WRCO1,WR,964,Desethyl atrazine,R,121.0,25.0,T,M ,,,H ,O,901,7.0,
PA0507115002WRCO1,WR,305,Atrazine,R,78.0,5.0,T,M ,,,H ,O,901,7.0,
PA0507255002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,292.0,45.0,T,I ,,,H ,O,903,64.0,
PA0508085002WRCO1,WR,964,Desethyl atrazine,R,86.0,25.0,T,M ,,,H ,O,901,7.0,
PA0508085002WRCO1,WR,305,Atrazine,R,32.0,5.0,T,M ,,,H ,O,901,7.0,
PA0508085002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1307.0,45.0,T,I ,,,H ,O,903,64.0,
PA0508225002WRCO1,WR,964,Desethyl atrazine,R,56.0,25.0,T,M ,,,H ,O,901,7.0,
PA0508225002WRCO1,WR,305,Atrazine,R,53.0,5.0,T,M ,,,H ,O,901,7.0,
PA0508225002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,328.0,45.0,T,I ,,,H ,O,903,64.0,
PA0509125002WRCO1,WR,964,Desethyl atrazine,R,86.0,25.0,T,M ,,,H ,O,901,7.0,
PA0509125002WRCO1,WR,305,Atrazine,R,64.0,5.0,T,M ,,,H ,O,901,7.0,
PA0509125002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1048.0,45.0,T,I ,,,H ,O,903,64.0,
PA0509265002WRCO1,WR,964,Desethyl atrazine,R,58.0,25.0,T,M ,,,H ,O,901,7.0,
PA0509265002WRCO1,WR,305,Atrazine,R,26.0,5.0,T,M ,,,H ,O,901,7.0,
PA0509265002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1222.0,45.0,T,I ,,,H ,O,903,64.0,
PA0510035002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,178.0,45.0,T,I ,,,H ,O,903,64.0,
PA0510035002WRCO1,WR,964,Desethyl atrazine,R,100.0,25.0,T,M ,,,H ,O,901,7.0,
PA0510035002WRCO1,WR,305,Atrazine,R,35.0,5.0,T,M ,,,H ,O,901,7.0,
PA0510175002WRCO1,WR,305,Atrazine,R,28.0,5.0,T,M ,,,H ,O,901,7.0,
PA0510175002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1400.0,45.0,T,I ,,,H ,O,903,64.0,
PA0510175002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,310.0,45.0,T,I ,,,H ,O,903,64.0,
PA0510315002WRCO1,WR,964,Desethyl atrazine,R,161.0,25.0,T,M ,,,H ,O,901,7.0,
PA0510315002WRCO1,WR,305,Atrazine,R,48.0,5.0,T,M ,,,H ,O,901,7.0,
PA0510315002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1468.0,45.0,T,I ,,,H ,O,903,64.0,
PA0511145002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,280.0,45.0,T,I,,,H,O,903,64.0,
PA0511145002WRCO1,WR,305,Atrazine,R,19.0,5.0,T,M,,,H,O,901,7.0,
PA0511285002WRCO1,WR,964,Desethyl atrazine,R,42.0,25.0,T,M,,Q ,H,O,901,7.0,
PA0511285002WRCO1,WR,305,Atrazine,R,19.0,5.0,T,M,,,H,O,901,7.0,
PA0511285002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1593.0,45.0,T,I,,,H,O,903,64.0,
PA0512125002WRCO1,WR,964,Desethyl atrazine,R,91.0,25.0,T,M,,,H,O,901,7.0,
PA0512125002WRCO1,WR,305,Atrazine,R,25.0,5.0,T,M,,,H,O,901,7.0,
PA0512125002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1488.0,45.0,T,I,,,H,O,903,64.0,
PA0501245002WUCO1,WU,305,Atrazine,R,101.0,5.0,T,M ,,,H ,O,901,7.0,
PA0501245002WUCO1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0501245002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,2092.0,45.0,T,I ,,,H ,O,903,64.0,
PA0501245002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,321.0,45.0,T,I ,,,H ,O,903,64.0,
PA0502145002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,199.0,45.0,T,I ,,,H ,O,903,64.0,
PA0502145002WUCO1,WU,964,Desethyl atrazine,R,119.0,25.0,T,M ,,,H ,O,901,7.0,
PA0502145002WUCO1,WU,807,Acetochlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0502145002WUCO1,WU,305,Atrazine,R,36.0,5.0,T,M ,,,H ,O,901,7.0,
PA0502285002WUCO1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0502285002WUCO1,WU,305,Atrazine,R,33.0,5.0,T,M ,,,H ,O,901,7.0,
PA0502285002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1962.0,45.0,T,I ,,,H ,O,903,64.0,
PA0502285002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,209.0,45.0,T,I ,,,H ,O,903,64.0,
PA0503145002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0503145002WUCO1,WU,305,Atrazine,R,51.0,5.0,T,M ,,,H ,O,901,7.0,
PA0503145002WUCO1,WU,964,Desethyl atrazine,R,571.0,25.0,T,M ,,,H ,O,901,7.0,
PA0503145002WUCO1,WU,026,"2,4-D",G,150.0,90.0,T,I ,,Q ,HU,O,902,62.0,
PA0503285002WUCO1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0503285002WUCO1,WU,305,Atrazine,R,55.0,5.0,T,M ,,,H ,O,901,7.0,
PA0503285002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1934.0,45.0,T,I ,,,H ,O,903,64.0,
PA0503285002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,307.0,45.0,T,I ,,,H ,O,903,64.0,
PA0503285002WUCO1,WU,964,Desethyl atrazine,R,132.0,25.0,T,M ,,,H ,O,901,7.0,
PA0504045002WUCO1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0504045002WUCO1,WU,305,Atrazine,R,47.0,5.0,T,M ,,,H ,O,901,7.0,
PA0504045002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1907.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504045002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,286.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504115002WUCO1,WU,964,Desethyl atrazine,R,95.0,25.0,T,M ,,,H ,O,901,7.0,
PA0504115002WUCO1,WU,305,Atrazine,R,45.0,5.0,T,M ,,,H ,O,901,7.0,
PA0504115002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1862.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504185002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1608.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504185002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,235.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504185002WUCO1,WU,964,Desethyl atrazine,R,123.0,25.0,T,M ,,,H ,O,901,7.0,
PA0504255002WUCO1,WU,ABN,Acetochlor ethanesulfonic acid (ESA),A,157.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504255002WUCO1,WU,305,Atrazine,R,54.0,5.0,T,M ,,,H ,O,901,7.0,
PA0504255002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1983.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504255002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,252.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505025002WUCO1,WU,964,Desethyl atrazine,R,132.0,25.0,T,M ,,,H ,O,901,7.0,
PA0505025002WUCO1,WU,305,Atrazine,R,44.0,5.0,T,M ,,,H ,O,901,7.0,
PA0505025002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,2012.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505095002WUCO1,WU,964,Desethyl atrazine,R,130.0,25.0,T,M ,,,H ,O,901,7.0,
PA0505095002WUCO1,WU,305,Atrazine,R,36.0,5.0,T,M ,,,H ,O,901,7.0,
PA0505095002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1557.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505165002WUCO1,WU,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0505165002WUCO1,WU,305,Atrazine,R,46.0,5.0,T,M ,,,H ,O,901,7.0,
PA0505165002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1488.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505235002WUCO1,WU,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0505235002WUCO1,WU,305,Atrazine,R,64.0,5.0,T,M ,,,H ,O,901,7.0,
PA0505235002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1412.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505315002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1256.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505315002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,158.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505315002WUCO1,WU,964,Desethyl atrazine,R,87.0,25.0,T,M ,,,H ,O,901,7.0,
PA0505315002WUCO1,WU,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0506065002WUCO1,WU,964,Desethyl atrazine,R,123.0,25.0,T,M ,,,H ,O,901,7.0,
PA0506065002WUCO1,WU,305,Atrazine,R,59.0,5.0,T,M ,,,H ,O,901,7.0,
PA0506065002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1367.0,45.0,T,I ,,,H ,O,903,64.0,
PA0506135002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1109.0,45.0,T,I ,,,H ,O,903,64.0,
PA0506135002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,174.0,45.0,T,I ,,,H ,O,903,64.0,
PA0506135002WUCO1,WU,964,Desethyl atrazine,R,92.0,25.0,T,M ,,,H ,O,901,7.0,
PA0506205002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,132.0,45.0,T,I ,,,H ,O,903,64.0,
PA0506205002WUCO1,WU,305,Atrazine,R,69.0,5.0,T,M ,,,H ,O,901,7.0,
PA0506205002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,954.0,45.0,T,I ,,,H ,O,903,64.0,
PA0506275002WUCO1,WU,305,Atrazine,R,43.0,5.0,T,M ,,,H ,O,901,7.0,
PA0506275002WUCO1,WU,964,Desethyl atrazine,R,42.0,25.0,T,M ,,Q ,H ,O,901,7.0,
PA0507115002WUCO1,WU,964,Desethyl atrazine,R,109.0,25.0,T,M ,,,H ,O,901,7.0,
PA0507115002WUCO1,WU,305,Atrazine,R,78.0,5.0,T,M ,,,H ,O,901,7.0,
PA0507115002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1212.0,45.0,T,I ,,,H ,O,903,64.0,
PA0507255002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,394.0,45.0,T,I ,,,H ,O,903,64.0,
PA0508085002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,325.0,45.0,T,I ,,,H ,O,903,64.0,
PA0508085002WUCO1,WU,964,Desethyl atrazine,R,86.0,25.0,T,M ,,,H ,O,901,7.0,
PA0508085002WUCO1,WU,305,Atrazine,R,29.0,5.0,T,M ,,,H ,O,901,7.0,
PA0508225002WUCO1,WU,305,Atrazine,R,75.0,5.0,T,M ,,,H ,O,901,7.0,
PA0508225002WUCO1,WU,964,Desethyl atrazine,R,66.0,25.0,T,M ,,,H ,O,901,7.0,
PA0508225002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,408.0,45.0,T,I ,,,H ,O,903,64.0,
PA0509125002WUCO1,WU,964,Desethyl atrazine,R,95.0,25.0,T,M ,,,H ,O,901,7.0,
PA0509125002WUCO1,WU,305,Atrazine,R,66.0,5.0,T,M ,,,H ,O,901,7.0,
PA0509125002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1283.0,45.0,T,I ,,,H ,O,903,64.0,
PA0509265002WUCO1,WU,964,Desethyl atrazine,R,46.0,25.0,T,M ,,,H ,O,901,7.0,
PA0509265002WUCO1,WU,305,Atrazine,R,23.0,5.0,T,M ,,,H ,O,901,7.0,
PA0509265002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1304.0,45.0,T,I ,,,H ,O,903,64.0,
PA0509265002WUCO1,WU,ABP,Alachlor ethanesulfonic acid (ESA),A,281.0,45.0,T,I ,,,H ,O,903,64.0,
PA0510035002WUCO1,WU,305,Atrazine,R,44.0,5.0,T,M ,,,H ,O,901,7.0,
PA0510035002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1447.0,45.0,T,I ,,,H ,O,903,64.0,
PA0510035002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,249.0,45.0,T,I ,,,H ,O,903,64.0,
PA0510175002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1688.0,45.0,T,I ,,,H ,O,903,64.0,
PA0510175002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,378.0,45.0,T,I ,,,H ,O,903,64.0,
PA0510175002WUCO1,WU,964,Desethyl atrazine,R,100.0,25.0,T,M ,,,H ,O,901,7.0,
PA0510315002WUCO1,WU,964,Desethyl atrazine,R,194.0,25.0,T,M ,,,H ,O,901,7.0,
PA0510315002WUCO1,WU,305,Atrazine,R,49.0,5.0,T,M ,,,H ,O,901,7.0,
PA0510315002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,2265.0,45.0,T,I ,,,H ,O,903,64.0,
PA0511145002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,253.0,45.0,T,I,,,H,O,903,64.0,
PA0511145002WUCO1,WU,305,Atrazine,R,30.0,5.0,T,M,,,H,O,901,7.0,
PA0511285002WUCO1,WU,964,Desethyl atrazine,R,42.0,25.0,T,M,,Q ,H,O,901,7.0,
PA0511285002WUCO1,WU,305,Atrazine,R,24.0,5.0,T,M,,,H,O,901,7.0,
PA0511285002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,3603.0,45.0,T,I,,,H,O,903,64.0,
PA0511285002WUCO1,WU,ACH,Metolachlor oxanilic acid (OA),A,661.0,45.0,T,I,,,H,O,903,64.0,
PA0512125002WUCO1,WU,964,Desethyl atrazine,R,94.0,25.0,T,M,,,H,O,901,7.0,
PA0512125002WUCO1,WU,305,Atrazine,R,26.0,5.0,T,M,,,H,O,901,7.0,
PA0512125002WUCO1,WU,ACG,Metolachlor ethanesulfonic acid (ESA),A,1293.0,45.0,T,I,,,H,O,903,64.0,
PA0501245002WRCO1,WR,964,Desethyl atrazine,R,199.0,25.0,T,M ,,,H ,O,901,7.0,
PA0502145002WRCO1,WR,ABO,Acetochlor oxanilic acid (OA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0502285002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,162.0,45.0,T,I ,,,H ,O,903,64.0,
PA0503145002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,212.0,45.0,T,I ,,,H ,O,903,64.0,
PA0503285002WRCO1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0504045002WRCO1,WR,ACH,Metolachlor oxanilic acid (OA),A,209.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504115002WRCO1,WR,964,Desethyl atrazine,R,100.0,25.0,T,M ,,,H ,O,901,7.0,
PA0504185002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1172.0,45.0,T,I ,,,H ,O,903,64.0,
PA0504255002WRCO1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
PA0505025002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1456.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505095002WRCO1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,1026.0,45.0,T,I ,,,H ,O,903,64.0,
PA0505165002WRCO1,WR,283,Metolachlor,A,75.0,45.0,T,I ,,Q ,H ,O,903,64.0,
