Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
AL0605085002WRNY1,WR,942,Prometon,R,2.5,1.5,T,T,,Q,H,O,901,34.0,
AL0605085002WRNY1,WR,701,Fluometuron,A,2.0,1.2,T,LT,,Q,M,O,902,62.0,
AL0605085002WRNY1,WR,ACB,Imazapyr,J,1.5,0.9,T,LT,,Q,M,O,902,62.0,
AL0605225001WRMT1,WR,964,Desethyl atrazine,R,23.0,0.43,T,LT,,,H,O,811,62.0,
AL0605225001WRMT1,WR,305,Atrazine,R,22.0,0.66,T,LT,,,H,O,811,62.0,
AL0605225001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LT,,Q,H,O,811,62.0,
AL0605225001WRMT1,WR,942,Prometon,R,0.28,0.17,T,LT,,Q,H,O,811,62.0,
AL0605225001WRMT1,WR,701,Fluometuron,A,7.0,4.2,T,LT,,Q,H,O,811,62.0,
AL0605225001WRMT1,WR,AED,Hydroxy atrazine,R,5.4,1.2,T,LT,,,H,O,811,62.0,
AL0605225001WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LT,,Q,H,O,811,62.0,
AL0605225001WRMT1,WR,ABN,Acetochlor ethanesulfonic acid (ESA),A,2.7,1.6,T,LT,,Q,H,O,811,62.0,
AL0605225001WRMT1,WR,149,Simazine,R,2.7,0.71,T,LT,,,H,O,811,62.0,
AL0605225002WRNY1,WR,305,Atrazine,R,44.0,2.3,T,T,,,H,O,901,34.0,
AL0605225002WRNY1,WR,026,"2,4-D",G,24.0,3.6,T,LT,,,M,O,902,62.0,
AL0605225002WRNY1,WR,149,Simazine,R,17.0,3.8,T,T,,,H,O,901,34.0,
AL0605225002WRNY1,WR,283,Metolachlor,A,5.0,3.0,T,T,,Q,H,O,901,34.0,
AL0605225002WRNY1,WR,780,Tebuthiuron,F,4.7,0.6,T,LT,,,M,O,902,62.0,
AL0605225002WRNY1,WR,942,Prometon,R,2.5,1.5,T,T,,Q,H,O,901,34.0,
AL0606055001WRMT1,WR,149,Simazine,R,1.18,0.71,T,LT,,Q,H,O,811,62.0,
AL0606055001WRMT1,WR,026,"2,4-D",G,1.08,0.65,T,LT,,Q,H,O,811,62.0,
AL0606055001WRMT1,WR,780,Tebuthiuron,F,0.35,0.21,T,LT,,Q,H,O,811,62.0,
AL0606055001WRMT1,WR,942,Prometon,R,0.28,0.17,T,LT,,Q,H,O,811,62.0,
AL0606055001WRMT1,WR,964,Desethyl atrazine,R,17.0,0.43,T,LT,,,H,O,811,62.0,
AL0606055001WRMT1,WR,305,Atrazine,R,16.0,0.66,T,LT,,,H,O,811,62.0,
AL0606055001WRMT1,WR,032,Diuron,A,14.0,3.5,T,LT,,,H,O,811,62.0,
AL0606055001WRMT1,WR,701,Fluometuron,A,7.0,4.2,T,LT,,Q,H,O,811,62.0,
AL0606055001WRMT1,WR,AED,Hydroxy atrazine,R,5.6,1.2,T,LT,,,H,O,811,62.0,
AL0606055001WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LT,,Q,H,O,811,62.0,
AL0606055002WRNY1,WR,942,Prometon,R,2.5,1.5,T,T,,Q,H,O,901,34.0,
AL0606055002WRNY1,WR,701,Fluometuron,A,2.0,1.2,T,LT,,Q,M,O,902,62.0,
AL0606055002WRNY1,WR,305,Atrazine,R,64.0,2.3,T,T,,,H,O,901,34.0,
AL0606055002WRNY1,WR,026,"2,4-D",G,26.0,3.6,T,LT,,,M,O,902,62.0,
AL0606055002WRNY1,WR,785,Desisopropyl atrazine,R,16.3,9.8,T,T,,Q,H,O,901,34.0,
AL0606055002WRNY1,WR,283,Metolachlor,A,11.0,3.0,T,T,,,H,O,901,34.0,
AL0606055002WRNY1,WR,149,Simazine,R,6.3,3.8,T,T,,Q,H,O,901,34.0,
AL0606195002WRNY1,WR,942,Prometon,R,2.5,1.5,T,T,,Q,H,O,901,34.0,
AL0606195002WRNY1,WR,701,Fluometuron,A,2.0,1.2,T,LT,,Q,M,O,902,62.0,
AL0606195002WRNY1,WR,026,"2,4-D",G,75.0,3.6,T,LT,,,M,O,902,62.0,
AL0606195002WRNY1,WR,305,Atrazine,R,41.0,2.3,T,T,,,H,O,901,34.0,
AL0606195002WRNY1,WR,785,Desisopropyl atrazine,R,16.3,9.8,T,T,,Q,H,O,901,34.0,
AL0606195002WRNY1,WR,149,Simazine,R,6.3,3.8,T,T,,Q,H,O,901,34.0,
AL0606195002WRNY1,WR,780,Tebuthiuron,F,5.5,0.6,T,LT,,,M,O,902,62.0,
AL0606205001WRMT1,WR,149,Simazine,R,1.18,0.71,T,LT,,Q,H,O,811,62.0,
AL0606205001WRMT1,WR,329,Picloram,G,37.0,22.0,T,LT,,Q,H,O,811,62.0,
AL0606205001WRMT1,WR,780,Tebuthiuron,F,0.73,0.21,T,LT,,,H,O,811,62.0,
AL0606205001WRMT1,WR,942,Prometon,R,0.71,0.17,T,LT,,,H,O,811,62.0,
AL0606205001WRMT1,WR,305,Atrazine,R,20.0,0.66,T,LT,,,H,O,811,62.0,
AL0606205001WRMT1,WR,701,Fluometuron,A,19.0,4.2,T,LT,,,H,O,811,62.0,
AL0606205001WRMT1,WR,964,Desethyl atrazine,R,14.0,0.43,T,LT,,,H,O,811,62.0,
AL0606205001WRMT1,WR,032,Diuron,A,12.0,3.5,T,LT,,,H,O,811,62.0,
AL0606205001WRMT1,WR,AED,Hydroxy atrazine,R,11.0,1.2,T,LT,,,H,O,811,62.0,
AL0606205001WRMT1,WR,026,"2,4-D",G,10.0,0.65,T,LT,,,H,O,811,62.0,
AL0606205001WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LT,,Q,H,O,811,62.0,
AL0607105001WRMT1,WR,701,Fluometuron,A,7.0,4.2,T,LT,,Q,H,R ,811,62.0,
AL0607105001WRMT1,WR,785,Desisopropyl atrazine,R,5.2,3.1,T,LT,,Q,H,R ,811,62.0,
AL0607105001WRMT1,WR,305,Atrazine,R,2.9,0.66,T,LT,,,H,R ,811,62.0,
AL0607105001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,R ,811,62.0,
AL0607105001WRMT1,WR,149,Simazine,R,1.18,0.71,T,LT,,Q,H,R ,811,62.0,
AL0607105001WRMT1,WR,780,Tebuthiuron,F,0.86,0.21,T,LT,,,H,R ,811,62.0,
AL0607105001WRMT1,WR,942,Prometon,R,0.28,0.17,T,LT,,Q,H,R ,811,62.0,
AL0607105002WRNY1,WR,026,"2,4-D",G,47.0,3.6,T,LT,,,M,O,902,62.0,
AL0607105002WRNY1,WR,305,Atrazine,R,26.0,2.3,T,T,,,H,O,901,34.0,
AL0607105002WRNY1,WR,149,Simazine,R,6.3,3.8,T,T,,Q,H,O,901,34.0,
AL0607105002WRNY1,WR,780,Tebuthiuron,F,5.8,0.6,T,LT,,,M,O,902,62.0,
AL0607245002WRNY1,WR,026,"2,4-D",G,31.0,3.6,T,LT,,,M,O,902,62.0,
AL0607245002WRNY1,WR,305,Atrazine,R,20.0,2.3,T,T,,,H,O,901,34.0,
AL0607245002WRNY1,WR,780,Tebuthiuron,F,2.9,0.6,T,LT,,,M,O,902,62.0,
AL0607255001WRMT1,WR,964,Desethyl atrazine,R,7.8,0.43,T,LT,,,H,O,811,62.0,
AL0607255001WRMT1,WR,701,Fluometuron,A,7.0,4.2,T,LT,,Q,H,O,811,62.0,
AL0607255001WRMT1,WR,AED,Hydroxy atrazine,R,4.1,1.2,T,LT,,,H,O,811,62.0,
AL0607255001WRMT1,WR,305,Atrazine,R,2.2,0.66,T,LT,,,H,O,811,62.0,
AL0607255001WRMT1,WR,149,Simazine,R,1.18,0.71,T,LT,,Q,H,O,811,62.0,
AL0607255001WRMT1,WR,026,"2,4-D",G,1.08,0.65,T,LT,,Q,H,O,811,62.0,
AL0607255001WRMT1,WR,780,Tebuthiuron,F,0.85,0.21,T,LT,,,H,O,811,62.0,
AL0608075001WRMT1,WR,AED,Hydroxy atrazine,R,4.7,1.2,T,LT,,,H,O,811,62.0,
AL0608075001WRMT1,WR,ACB,Imazapyr,J,2.0,1.0,T,LT,,Q,H,O,811,62.0,
AL0608075001WRMT1,WR,149,Simazine,R,1.18,0.71,T,LT,,Q,H,O,811,62.0,
AL0608075001WRMT1,WR,305,Atrazine,R,1.1,0.66,T,LT,,Q,H,O,811,62.0,
AL0608075001WRMT1,WR,780,Tebuthiuron,F,1.0,0.21,T,LT,,,H,O,811,62.0,
AL0608075001WRMT1,WR,942,Prometon,R,0.28,0.17,T,LT,,Q,H,O,811,62.0,
AL0608075002WRNY1,WR,ABP,Alachlor ethanesulfonic acid (ESA),A,20.0,12.0,T,LT,,Q,M,O,903,64.0,
AL0608075002WRNY1,WR,305,Atrazine,R,17.0,2.3,T,T,,,H,O,901,34.0,
AL0608075002WRNY1,WR,026,"2,4-D",G,6.0,3.6,T,LT,,Q,M,O,902,62.0,
AL0608075002WRNY1,WR,780,Tebuthiuron,F,4.1,0.6,T,LT,,,M,O,902,62.0,
AL0608215001WRMT1,WR,780,Tebuthiuron,F,0.93,0.21,T,LT,,,H,O,811,62.0,
AL0608215001WRMT1,WR,942,Prometon,R,0.66,0.17,T,LT,,,H,O,811,62.0,
AL0608215001WRMT1,WR,701,Fluometuron,A,7.0,4.2,T,LT,,Q,H,O,811,62.0,
AL0608215001WRMT1,WR,964,Desethyl atrazine,R,4.9,0.43,T,LT,,,H,O,811,62.0,
AL0608215001WRMT1,WR,AED,Hydroxy atrazine,R,4.5,1.2,T,LT,,,H,O,811,62.0,
AL0608215001WRMT1,WR,149,Simazine,R,1.18,0.71,T,LT,,Q,H,O,811,62.0,
AL0608215001WRMT1,WR,305,Atrazine,R,1.1,0.66,T,LT,,Q,H,O,811,62.0,
AL0608215002WRNY1,WR,780,Tebuthiuron,F,3.4,0.6,T,LT,,,M,O,902,62.0,
AL0608215002WRNY1,WR,ACB,Imazapyr,J,1.5,0.9,T,LT,,Q,M,O,902,62.0,
AL0608215002WRNY1,WR,305,Atrazine,R,20.0,2.3,T,T,,,H,O,901,34.0,
AL0608215002WRNY1,WR,942,Prometon,R,7.8,1.5,T,T,,,H,O,901,34.0,
AL0608215002WRNY1,WR,149,Simazine,R,6.3,3.8,T,T,,Q,H,O,901,34.0,
AL0609115001WRMT1,WR,964,Desethyl atrazine,R,3.9,0.43,T,LT,,,H,O,811,62.0,
AL0609115001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,O,811,62.0,
AL0609115001WRMT1,WR,305,Atrazine,R,1.1,0.66,T,LT,,Q,H,O,811,62.0,
AL0609115001WRMT1,WR,780,Tebuthiuron,F,0.77,0.21,T,LT,,,H,O,811,62.0,
AL0609115001WRMT1,WR,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LT,,Q,H,O,811,62.0,
AL0609115001WRMT1,WR,942,Prometon,R,0.28,0.17,T,LT,,Q,H,O,811,62.0,
AL0609115002WRNY1,WR,026,"2,4-D",G,6.0,3.6,T,LT,,Q,M,O,902,62.0,
AL0609115002WRNY1,WR,283,Metolachlor,A,5.0,3.0,T,T,,Q,H,O,901,34.0,
AL0609115002WRNY1,WR,780,Tebuthiuron,F,3.9,0.6,T,LT,,,M,O,902,62.0,
AL0609115002WRNY1,WR,305,Atrazine,R,27.0,2.3,T,T,,,H,O,901,34.0,
AL0609115002WRNY1,WR,942,Prometon,R,6.3,1.5,T,T,,,H,O,901,34.0,
AL0609255001WRMT1,WR,305,Atrazine,R,2.7,0.66,T,LT,,,H,O,811,62.0,
AL0609255001WRMT1,WR,ACB,Imazapyr,J,2.0,1.0,T,LT,,Q,H,O,811,62.0,
AL0609255001WRMT1,WR,149,Simazine,R,72.0,0.71,T,LT,,,H,O,811,62.0,
AL0609255001WRMT1,WR,785,Desisopropyl atrazine,R,21.0,3.1,T,LT,,,H,O,811,62.0,
AL0609255001WRMT1,WR,026,"2,4-D",G,11.0,0.65,T,LT,,,H,O,811,62.0,
AL0609255001WRMT1,WR,942,Prometon,R,8.3,0.17,T,LT,,,H,O,811,62.0,
AL0609255001WRMT1,WR,AED,Hydroxy atrazine,R,7.5,1.2,T,LT,,,H,O,811,62.0,
AL0609255001WRMT1,WR,780,Tebuthiuron,F,7.3,0.21,T,LT,,,H,O,811,62.0,
AL0609255001WRMT1,WR,701,Fluometuron,A,7.0,4.2,T,LT,,Q,H,O,811,62.0,
AL0609255001WRMT1,WR,032,Diuron,A,5.8,3.5,T,LT,,Q,H,O,811,62.0,
AL0609255001WRMT1,WR,964,Desethyl atrazine,R,4.1,0.43,T,LT,,,H,O,811,62.0,
AL0609265002WRNY1,WR,942,Prometon,R,2.5,1.5,T,T,,Q,H,O,901,34.0,
AL0609265002WRNY1,WR,780,Tebuthiuron,F,2.2,0.6,T,LT,,,M,O,902,62.0,
AL0610165001WRMT1,WR,780,Tebuthiuron,F,0.75,0.21,T,LT,,,H,O,811,62.0,
AL0610165001WRMT1,WR,942,Prometon,R,0.28,0.17,T,LT,,Q,H,O,811,62.0,
AL0610165001WRMT1,WR,964,Desethyl atrazine,R,4.3,0.43,T,LT,,,H,O,811,62.0,
AL0610165001WRMT1,WR,AED,Hydroxy atrazine,R,2.0,1.2,T,LT,,Q,H,O,811,62.0,
AL0610165001WRMT1,WR,149,Simazine,R,1.18,0.71,T,LT,,Q,H,O,811,62.0,
AL0610165002WRNY1,WR,780,Tebuthiuron,F,3.6,0.6,T,LT,,,M,O,902,62.0,
AL0610165002WRNY1,WR,ACB,Imazapyr,J,1.5,0.9,T,LT,,Q,M,O,902,62.0,
