Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
OR1105315527WGMT1,WG,ACB,Imazapyr,J,32.0,1.0,T,LU,,,,O,811,52.0,
OR1105315528WGMT1,WG,ACB,Imazapyr,J,25.0,1.0,T,LU,,,,O,811,52.0,
OR1204095532WGMT1,WG,720,Norflurazon desmethyl,A,12.0,1.8,T,LU,,,,O,811,52.0,
OR1204095532WGMT1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,4.1,0.36,T,LU,,,,O,811,52.0,
OR1204095532WGMT1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,2.8,1.7,T,LU,,Q,,O,811,52.0,
OR1204095532WGMT1,WG,AED,Hydroxy atrazine,R,2.0,1.2,T,LU,,Q,,O,811,52.0,
OR1204095532WGMT1,WG,333,Propazine,R,1.9,0.42,T,LU,,,,O,811,52.0,
OR1204095532WGMT1,WG,149,Simazine,R,1.18,0.71,T,LU,,Q,,O,811,52.0,
OR1204095532WGMT1,WG,942,Prometon,R,0.28,0.17,T,LU,,Q,,O,811,52.0,
OR1204095532WGMT1,WG,964,Desethyl atrazine,R,310.0,0.43,T,LU,,,,O,811,52.0,
OR1204095532WGMT1,WG,784,Desethyl-desisopropyl atrazine,R,170.0,30.0,T,LU,,,,O,811,52.0,
OR1204095532WGMT1,WG,305,Atrazine,R,54.0,0.66,T,LU,,,,O,811,52.0,
OR1204095532WGMT1,WG,032,Diuron,A,40.0,1.6,T,LU,,,,O,811,52.0,
OR1204095543WGMT1,WG,153,Bromacil,U,270.0,1.2,T,LU,,,,O,811,52.0,
OR1204095543WGMT1,WG,964,Desethyl atrazine,R,180.0,0.43,T,LU,,,,O,811,52.0,
OR1204095543WGMT1,WG,942,Prometon,R,0.28,0.17,T,LU,,Q,,O,811,52.0,
OR1204095543WGMT1,WG,032,Diuron,A,15.0,1.6,T,LU,,,,O,811,52.0,
OR1204095543WGMT1,WG,333,Propazine,R,9.8,0.42,T,LU,,,,O,811,52.0,
OR1204095543WGMT1,WG,305,Atrazine,R,8.8,0.66,T,LU,,,,O,811,52.0,
OR1204095545WGMT1,WG,149,Simazine,R,2.6,0.71,T,LU,,,,O,811,52.0,
OR1204095545WGMT1,WG,333,Propazine,R,1.4,0.42,T,LU,,,,O,811,52.0,
OR1204095545WGMT1,WG,784,Desethyl-desisopropyl atrazine,R,100.0,30.0,T,LU,,,,O,811,52.0,
OR1204095545WGMT1,WG,032,Diuron,A,44.0,1.6,T,LU,,,,O,811,52.0,
OR1204095545WGMT1,WG,964,Desethyl atrazine,R,37.0,0.43,T,LU,,,,O,811,52.0,
OR1204095545WGMT1,WG,785,Desisopropyl atrazine,R,33.0,3.1,T,LU,,,,O,811,52.0,
OR1204095545WGMT1,WG,720,Norflurazon desmethyl,A,27.0,1.8,T,LU,,,,O,811,52.0,
OR1204095545WGMT1,WG,305,Atrazine,R,27.0,0.66,T,LU,,,,O,811,52.0,
OR1204095545WGMT1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,13.0,0.36,T,LU,,,,O,811,52.0,
OR1204095545WGMT1,WG,967,Imidacloprid,A,13.0,3.6,T,LU,,,,O,811,52.0,
OR1204095545WGMT1,WG,596,Norflurazon,A,8.0,4.8,T,LU,,Q,,O,811,52.0,
OR1204095550WGMT1,WG,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52.0,
OR1204245546WGMT1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,0.6,0.36,T,LU,,Q,,O,811,52.0,
OR1204245546WGMT1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,76.0,1.7,T,LU,,,,O,811,52.0,
OR1204245546WGMT1,WG,ABQ,Alachlor oxanilic acid (OA),A,4.8,0.61,T,LU,,,,O,811,52.0,
OR1204245547WGMT1,WG,ACH,Metolachlor oxanilic acid (OA),A,28.0,1.8,T,LU,,,,O,811,52.0,
OR1204245547WGMT1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,19.0,1.7,T,LU,,,,O,811,52.0,
OR1204245547WGMT1,WG,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52.0,
OR1204245547WGMT1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,330.0,0.36,T,LU,,,,O,811,52.0,
OR1204095532WGMT1,WG,785,Desisopropyl atrazine,R,35.0,3.1,T,LU,,,,O,811,52.0,
OR1204095541WGMT1,WG,ACB,Imazapyr,J,130.0,1.0,T,LU,,,,O,811,52.0,
OR1204095543WGMT1,WG,785,Desisopropyl atrazine,R,5.2,3.1,T,LU,,Q,,O,811,52.0,
OR1204095545WGMT1,WG,153,Bromacil,U,6.4,1.2,T,LU,,,,O,811,52.0,
OR1204095550WGMT1,WG,032,Diuron,A,30.0,1.6,T,LU,,,,O,811,52.0,
OR1204115540WGMT1,WG,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52.0,
OR1204165534WGMT1,WG,153,Bromacil,U,2.0,1.2,T,LU,,Q,,O,811,52.0,
OR1204165538WGMT1,WG,964,Desethyl atrazine,R,0.72,0.43,T,LU,,Q,,O,811,52.0,
OR1204165549WGMT1,WG,026,"2,4-D",G,7.3,0.65,T,LU,,,,O,811,52.0,
OR1204245546WGMT1,WG,ACH,Metolachlor oxanilic acid (OA),A,3.0,1.8,T,LU,,Q,,O,811,52.0,
OR1204245547WGMT1,WG,758,Bentazon,F,290.0,0.18,T,LU,,,,O,811,52.0,
