Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
NE0111264009BAUS2H,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,1.0,5 AL
NE0111264033BAUS2C,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,1.0,5 AL
NE0112034009BAUS2S,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,1.0,5 AL
NE0201074011BAUS2S,BA,028,Dieldrin,A,0.0051,0.0013,M,D,,,H,O,999,65.0,0.3 AL
NE0202044009BAUS2S,BA,910,"DDE p,p'",A,0.009,0.0027,M,D,,,H,O,999,65.0,5 AL
NE0203114010BAUS2H,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
NE0203254009BAUS2H,BA,028,Dieldrin,A,0.0088,0.0013,M,D,,,H,O,999,65.0,0.3 AL
NE0203254009BAUS2H,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
NE0203254033BAUS2C,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
NE0204224005BAUS2H,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
NE0201074011BAUS2S,BA,143,Heptachlor epoxide,A,0.0013,0.0008,M,D,,Q,H,O,999,65.0,0.2 AL
NE0201144010BAUS2H,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
NE0201214005BAUS2S,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
NE0201214022BAUS2S,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
NE0202044009BAUS2S,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
NE0202254011BAUS2H,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
NE0202254019BAUS2S,BA,028,Dieldrin,A,0.0061,0.0013,M,D,,,H,O,999,65.0,0.3 AL
NE0203114010BAUS2H,BA,143,Heptachlor epoxide,A,0.0013,0.0008,M,D,,Q,H,O,999,65.0,0.2 AL
NE0203254005BAUS2H,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
NE0203254005BAUS2S,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
NE0203254009BAUS2H,BA,143,Heptachlor epoxide,A,0.0013,0.0008,M,D,,Q,H,O,999,65.0,0.2 AL
NE0203254010BAUS2S,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
NE0203254033BAUS2C,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
NE0204224005BAUS2H,BA,143,Heptachlor epoxide,A,0.0013,0.0008,M,D,,Q,H,O,999,65.0,0.2 AL
NE0204224011BAUS2H,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
NE0204294005BAUS2S,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
NE0204294022BAUS2S,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
NE0205064033BAUS2C,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
NE0205134018BAUS2S,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
NE0206104010BAUS2S,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
NE0206104011BAUS2H,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
NE0206104011BAUS2S,BA,028,Dieldrin,A,0.0022,0.0013,M,D,,Q,H,O,999,65.0,0.3 AL
NE0206174009BAUS2H,BA,910,"DDE p,p'",A,0.0045,0.0027,M,D,,Q,H,O,999,65.0,5 AL
NE0207084009BAUS2S,BA,910,"DDE p,p'",A,0.0096,0.0027,M,D,,,H,O,999,65.0,5 AL
NE0504114504KAUS2B,KA,910,"DDE p,p'",A,0.0015,0.0009,M,M ,,Q ,SM,O,818,7.0,5 AL
NE0501104504KMUS2B,KM,070,Piperonyl butoxide,I,0.0075,0.0045,M,M ,,Q ,SM,O,818,7.0,0.1
NE0702115501WGMN1,WG,AFB,Dimethenamid ethanesulfonic acid (ESA),F,37.9,2.0,T,LU,,,H,O,999,52.0,
NE0702115501WGMN1,WG,AED,Hydroxy atrazine,R,4.69,2.0,T,LU,,,H,O,999,52.0,
NE0702115501WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,16340.0,3.0,T,LU,,,H,O,999,52.0,
NE0702115501WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,4360.0,3.0,T,LU,,,H,O,999,52.0,
NE0702115501WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,4310.0,12.5,T,LU,,,H,O,999,52.0,
NE0702115501WGMN1,WG,964,Desethyl atrazine,R,1550.0,10.0,T,M,,,SH,O,999,7.0,
NE0702115501WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,216.0,9.0,T,LU,,,H,O,999,52.0,
NE0702115501WGMN1,WG,785,Desisopropyl atrazine,R,191.0,50.0,T,M,,,SH,O,999,7.0,
NE0702115501WGMN1,WG,305,Atrazine,R,166.0,10.0,T,M,,,SH,O,999,7.0,
NE0702125502WGMN1,WG,964,Desethyl atrazine,R,436.0,10.0,T,M,,,SH,O,999,7.0,
NE0702125502WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,384.0,12.5,T,LU,,,H,O,999,52.0,
NE0702125502WGMN1,WG,785,Desisopropyl atrazine,R,103.0,50.0,T,M,,,SH,O,999,7.0,
NE0702125502WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,83.5,15.0,T,LU,,,H,O,999,52.0,
NE0702125502WGMN1,WG,305,Atrazine,R,80.2,10.0,T,M,,,SH,O,999,7.0,
NE0702125502WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,60.3,9.0,T,LU,,,H,O,999,52.0,
NE0702125502WGMN1,WG,AED,Hydroxy atrazine,R,3.0,2.0,T,LU,,Q,H,O,999,52.0,
NE0705075501WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,9700.0,3.0,T,LU,,,H,O,999,52.0,
NE0705075501WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,2630.0,12.5,T,LU,,,H,O,999,52.0,
NE0705075501WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,1250.0,3.0,T,LU,,,H,O,999,52.0,
NE0705075501WGMN1,WG,964,Desethyl atrazine,R,857.0,10.0,T,M,,,SH,O,999,7.0,
NE0705075501WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,348.0,9.0,T,LU,,,H,O,999,52.0,
NE0705075501WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,147.0,15.0,T,LU,,,H,R,999,52.0,
NE0705075501WGMN1,WG,305,Atrazine,R,134.0,10.0,T,M,,,SH,O,999,7.0,
NE0705075501WGMN1,WG,785,Desisopropyl atrazine,R,83.0,50.0,T,M,,Q,SH,O,999,7.0,
NE0705075502WGMN1,WG,305,Atrazine,R,58.6,10.0,T,M,,,SH,O,999,7.0,
NE0705075502WGMN1,WG,AED,Hydroxy atrazine,R,3.0,2.0,T,LU,,Q,H,R,999,52.0,
NE0705075502WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1940.0,3.0,T,LU,,,H,O,999,52.0,
NE0705075502WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,434.0,12.5,T,LU,,,H,O,999,52.0,
NE0705075502WGMN1,WG,964,Desethyl atrazine,R,358.0,10.0,T,M,,,SH,O,999,7.0,
NE0705075502WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,94.2,9.0,T,LU,,,H,O,999,52.0,
NE0708065502WGMN1,WG,149,Simazine,R,50.0,30.0,T,M,,Q,SH,O,999,7.0,
NE0708065502WGMN1,WG,AED,Hydroxy atrazine,R,3.0,2.0,T,LU,,Q,H,O,999,52.0,
NE0708065502WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1665.0,3.0,T,LU,,,H,O,999,52.0,
NE0708065502WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,385.0,12.5,T,LU,,,H,O,999,52.0,
NE0708065502WGMN1,WG,964,Desethyl atrazine,R,175.0,10.0,T,M,,,SH,O,999,7.0,
NE0708065502WGMN1,WG,305,Atrazine,R,96.3,10.0,T,M,,,SH,O,999,7.0,
NE0708065502WGMN1,WG,785,Desisopropyl atrazine,R,83.0,50.0,T,M,,Q,SH,O,999,7.0,
NE0708065502WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,67.2,9.0,T,LU,,,H,O,999,52.0,
NE0711045501WGMN1,WG,305,Atrazine,R,159.0,10.0,T,M,,,SH,O,999,7.0,
NE0711045501WGMN1,WG,AFB,Dimethenamid ethanesulfonic acid (ESA),F,119.0,2.0,T,LU,,,H,O,999,52.0,
NE0711045501WGMN1,WG,AED,Hydroxy atrazine,R,3.0,2.0,T,LU,,Q,H,O,999,52.0,
NE0711045501WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,18000.0,3.0,T,LU,,,H,O,999,52.0,
NE0711045501WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,1820.0,12.5,T,LU,,,H,O,999,52.0,
NE0711045501WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,1040.0,3.0,T,LU,,,H,O,999,52.0,
NE0711045501WGMN1,WG,964,Desethyl atrazine,R,1040.0,10.0,T,M,,,SH,O,999,7.0,
NE0711045501WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,283.0,9.0,T,LU,,,H,O,999,52.0,
NE0711045501WGMN1,WG,785,Desisopropyl atrazine,R,178.0,50.0,T,M,,,SH,O,999,7.0,
NE0711055502WGMN1,WG,AED,Hydroxy atrazine,R,3.0,2.0,T,LU,,Q,H,O,999,52.0,
NE0711055502WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,2450.0,3.0,T,LU,,,H,O,999,52.0,
NE0711055502WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,428.0,12.5,T,LU,,,H,O,999,52.0,
NE0711055502WGMN1,WG,964,Desethyl atrazine,R,358.0,10.0,T,M,,,SH,O,999,7.0,
NE0711055502WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,112.0,9.0,T,LU,,,H,O,999,52.0,
NE0711055502WGMN1,WG,785,Desisopropyl atrazine,R,83.0,50.0,T,M,,Q,SH,O,999,7.0,
NE0711055502WGMN1,WG,305,Atrazine,R,63.6,10.0,T,M,,,SH,O,999,7.0,
NE0702115501WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,158.0,15.0,T,LU,,,H,O,999,52.0,
NE0702125502WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,9450.0,3.0,T,LU,,,H,O,999,52.0,
NE0705075501WGMN1,WG,AFB,Dimethenamid ethanesulfonic acid (ESA),F,73.6,2.0,T,LU,,,H,O,999,52.0,
NE0705075502WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,77.0,15.0,T,LU,,,H,R,999,52.0,
NE0708065502WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,56.0,15.0,T,LU,,,H,O,999,52.0,
NE0711045501WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,174.0,15.0,T,LU,,,H,O,999,52.0,
NE0711055502WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,61.5,15.0,T,LU,,,H,O,999,52.0,
NE0805275503WGMN1,WG,AEY,Dimethenamid oxanilic acid (OA),F,13.0,3.0,T,LU,,,H,O,999,52.0,
NE0805275503WGMN1,WG,ACD,Imazethapyr,J,3.0,2.0,T,LU,,Q,H,O,999,52.0,
NE0805275503WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,4130.0,3.0,T,LU,,,H,O,999,52.0,
NE0805275503WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,2550.0,12.5,T,LU,,,H,O,999,52.0,
NE0805275503WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,626.0,3.0,T,LU,,,H,O,999,52.0,
NE0805275503WGMN1,WG,964,Desethyl atrazine,R,576.0,10.0,T,M,,,SH,O,999,7.0,
NE0805275503WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,227.0,15.0,T,LU,,,H,O,999,52.0,
NE0805275503WGMN1,WG,AFB,Dimethenamid ethanesulfonic acid (ESA),F,193.0,2.0,T,LU,,,H,O,999,52.0,
NE0805275503WGMN1,WG,305,Atrazine,R,136.0,10.0,T,M,,,SH,O,999,7.0,
NE0805275503WGMN1,WG,785,Desisopropyl atrazine,R,83.0,50.0,T,M,,Q,SH,O,999,7.0,
NE0805275503WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,72.3,9.0,T,LU,,,H,O,999,52.0,
NE0805275503WGMN1,WG,283,Metolachlor,A,25.0,15.0,T,M,,Q,SH,O,999,7.0,
NE0805275503WGMN1,WG,329,Picloram,G,20.8,12.5,T,LU,,Q,H,O,999,52.0,
NE0805275503WGMN1,WG,AED,Hydroxy atrazine,R,17.1,2.0,T,LU,,,H,O,999,52.0,
NE0811035503WGMN1,WG,AED,Hydroxy atrazine,R,12.5,2.0,T,LU,,,H,O,999,52.0,
NE0811035503WGMN1,WG,AFB,Dimethenamid ethanesulfonic acid (ESA),F,7.37,2.0,T,LU,,,H,O,999,52.0,
NE0811035503WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,5350.0,3.0,T,LU,,,H,O,999,52.0,
NE0811035503WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,1270.0,3.0,T,LU,,,H,O,999,52.0,
NE0811035503WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,222.0,15.0,T,LU,,,H,O,999,52.0,
NE0811035503WGMN1,WG,964,Desethyl atrazine,R,200.0,10.0,T,M,,,SH,O,999,7.0,
NE0811035503WGMN1,WG,283,Metolachlor,A,178.0,15.0,T,M,,,SH,O,999,7.0,
NE0811035503WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,94.8,12.5,T,LU,,,H,O,999,52.0,
NE0811035503WGMN1,WG,785,Desisopropyl atrazine,R,83.0,50.0,T,M,,Q,SH,O,999,7.0,
NE0811035503WGMN1,WG,780,Tebuthiuron,F,50.0,30.0,T,M,,Q,SH,O,999,7.0,
NE0811035503WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,44.1,9.0,T,LU,,,H,O,999,52.0,
NE0811035504WGMN1,WG,AED,Hydroxy atrazine,R,12.6,2.0,T,LU,,,H,O,999,52.0,
NE0811035504WGMN1,WG,AEY,Dimethenamid oxanilic acid (OA),F,7.37,3.0,T,LU,,,H,O,999,52.0,
NE0811035504WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,5380.0,3.0,T,LU,,,H,O,999,52.0,
NE0811035504WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,1240.0,3.0,T,LU,,,H,O,999,52.0,
NE0811035504WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,244.0,15.0,T,LU,,,H,O,999,52.0,
NE0811035504WGMN1,WG,964,Desethyl atrazine,R,196.0,10.0,T,M,,,SH,O,999,7.0,
NE0811035504WGMN1,WG,283,Metolachlor,A,165.0,15.0,T,M,,,SH,O,999,7.0,
NE0811035504WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,96.5,12.5,T,LU,,,H,O,999,52.0,
NE0811035504WGMN1,WG,785,Desisopropyl atrazine,R,83.0,50.0,T,M,,Q,SH,O,999,7.0,
NE0811035504WGMN1,WG,780,Tebuthiuron,F,74.0,30.0,T,M,,,SH,O,999,7.0,
NE0811035504WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,45.3,9.0,T,LU,,,H,O,999,52.0,
NE0805275503WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,17.0,10.0,T,LU,,Q,H,O,999,52.0,
NE0811035503WGMN1,WG,305,Atrazine,R,17.0,10.0,T,M,,Q,SH,O,999,7.0,
NE0811035504WGMN1,WG,305,Atrazine,R,17.0,10.0,T,M,,Q,SH,O,999,7.0,
NE0812154022BAUS2S,BA,910,"DDE p,p'",A,0.0027,0.002,M,M,,,,O,818,7.0,5 AL
NE0812224010BAUS2H,BA,902,Endosulfan sulfate,A,0.0024,0.002,M,GN,,,,O,818,72.0,13
NE0901064009BAUS2S,BA,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.002,0.001,M,GN,,,,O,818,72.0,3
NE0902164011BAUS2H,BA,910,"DDE p,p'",A,0.003,0.002,M,M,,,,O,818,7.0,5 AL
NE0903024011BAUS2H,BA,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0031,0.001,M,GN,,,,O,818,72.0,3
NE0903104010BAUS2H,BA,910,"DDE p,p'",A,0.0046,0.002,M,M,,,,O,818,7.0,5 AL
NE0903234011BAUS2S,BA,539,Permethrin Total,O,0.0122,0.01,M,GN,,,,O,818,72.0,1.5
NE0904064011BAUS2H,BA,910,"DDE p,p'",A,0.0025,0.002,M,M,,,,O,818,7.0,5 AL
NE0904064022BAUS2S,BA,910,"DDE p,p'",A,0.0027,0.002,M,M,,,,O,818,7.0,5 AL
NE0904134018BAUS2S,BA,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0264,0.001,M,GN,,,,O,818,72.0,3
NE0904204018BAUS2S,BA,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0017,0.001,M,GN,,,,O,818,72.0,3
NE0904284022BAUS2S,BA,910,"DDE p,p'",A,0.0025,0.002,M,M,,,,O,818,7.0,5 AL
NE0905074010BAUS2H,BA,902,Endosulfan sulfate,A,0.0025,0.002,M,GN,,,,O,818,72.0,13
NE0904134018BMUS2S,BM,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",O,0.0036,0.001,M,GN,,,,O,818,72.0,0.2
NE0904065505WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,64.1,12.5,T,LU,,,,O,999,52.0,
NE0904065505WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,17.0,10.0,T,LU,,Q,,O,999,52.0,
NE0904065505WGMN1,WG,AED,Hydroxy atrazine,R,6.7,2.0,T,LU,,,,O,999,52.0,
NE0904065505WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,325.0,3.0,T,LU,,,,O,999,52.0,
NE0904065505WGMN1,WG,305,Atrazine,R,164.0,10.0,T,M,,,,O,999,7.0,
NE0904065505WGMN1,WG,964,Desethyl atrazine,R,142.0,10.0,T,M,,,,O,999,7.0,
NE0904065505WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,114.0,15.0,T,LU,,,,O,999,52.0,
NE0904065505WGMN1,WG,785,Desisopropyl atrazine,R,83.0,50.0,T,M,,Q,,O,999,7.0,
NE0904065506WGMN1,WG,AED,Hydroxy atrazine,R,3.0,2.0,T,LU,,Q,,O,999,52.0,
NE0904065506WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1970.0,3.0,T,LU,,,,O,999,52.0,
NE0904065506WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,753.0,12.5,T,LU,,,,O,999,52.0,
NE0904065506WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,550.0,15.0,T,LU,,,,O,999,52.0,
NE0904065506WGMN1,WG,964,Desethyl atrazine,R,155.0,10.0,T,M,,,,O,999,7.0,
NE0904065506WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,113.0,9.0,T,LU,,,,O,999,52.0,
NE0904065506WGMN1,WG,785,Desisopropyl atrazine,R,83.0,50.0,T,M,,Q,,O,999,7.0,
NE0904065506WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,68.8,3.0,T,LU,,,,O,999,52.0,
NE0904065507WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,21.7,3.0,T,LU,,,,O,999,52.0,
NE0904065507WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,20.8,12.5,T,LU,,Q,,O,999,52.0,
NE0904065508WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,14.1,3.0,T,LU,,,,O,999,52.0,
NE0904065508WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,770.0,12.5,T,LU,,,,O,999,52.0,
NE0904065508WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,736.0,3.0,T,LU,,,,O,999,52.0,
NE0904065508WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,285.0,15.0,T,LU,,,,O,999,52.0,
NE0904065508WGMN1,WG,964,Desethyl atrazine,R,272.0,10.0,T,M,,,,O,999,7.0,
NE0904065508WGMN1,WG,785,Desisopropyl atrazine,R,83.0,50.0,T,M,,Q,,O,999,7.0,
NE0904065508WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,64.8,9.0,T,LU,,,,O,999,52.0,
NE0904065509WGMN1,WG,AED,Hydroxy atrazine,R,50.8,2.0,T,LU,,,,O,999,52.0,
NE0904065509WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,17.0,10.0,T,LU,,Q,,O,999,52.0,
NE0904065509WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1070.0,3.0,T,LU,,,,O,999,52.0,
NE0904065509WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,226.0,12.5,T,LU,,,,O,999,52.0,
NE0904065510WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,21.7,3.0,T,LU,,,,O,999,52.0,
NE0904065510WGMN1,WG,ABO,Acetochlor oxanilic acid (OA),A,17.0,10.0,T,LU,,Q,,O,999,52.0,
NE0904065510WGMN1,WG,AED,Hydroxy atrazine,R,9.98,2.0,T,LU,,,,O,999,52.0,
NE0904065510WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1060.0,3.0,T,LU,,,,O,999,52.0,
NE0904065510WGMN1,WG,ABN,Acetochlor ethanesulfonic acid (ESA),A,600.0,9.0,T,LU,,,,O,999,52.0,
NE0904065510WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,263.0,12.5,T,LU,,,,O,999,52.0,
NE0904065510WGMN1,WG,964,Desethyl atrazine,R,200.0,10.0,T,M,,,,O,999,7.0,
NE0904065510WGMN1,WG,784,Desethyl-desisopropyl atrazine,R,196.0,15.0,T,LU,,,,O,999,52.0,
NE0904065510WGMN1,WG,305,Atrazine,R,105.0,10.0,T,M,,,,O,999,7.0,
NE0904065511WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,5.0,3.0,T,LU,,Q,,O,999,52.0,
NE0904065512WGMN1,WG,ABP,Alachlor ethanesulfonic acid (ESA),A,109.0,12.5,T,LU,,,,O,999,52.0,
NE0904065512WGMN1,WG,964,Desethyl atrazine,R,59.1,10.0,T,M,,,,O,999,7.0,
NE0904065512WGMN1,WG,AFB,Dimethenamid ethanesulfonic acid (ESA),F,3.0,2.0,T,LU,,Q,,O,999,52.0,
NE0904065512WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,2300.0,3.0,T,LU,,,,O,999,52.0,
NE0904065513WGMN1,WG,AED,Hydroxy atrazine,R,28.7,2.0,T,LU,,,,O,999,52.0,
NE0904065513WGMN1,WG,ABQ,Alachlor oxanilic acid (OA),A,17.0,10.0,T,LU,,Q,,O,999,52.0,
NE0904065513WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,1640.0,3.0,T,LU,,,,O,999,52.0,
NE0904065513WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,548.0,3.0,T,LU,,,,O,999,52.0,
NE0904065514WGMN1,WG,785,Desisopropyl atrazine,R,83.0,50.0,T,M,,Q,,O,999,7.0,
NE0904065514WGMN1,WG,ACH,Metolachlor oxanilic acid (OA),A,42.0,3.0,T,LU,,,,O,999,52.0,
NE0904065514WGMN1,WG,AED,Hydroxy atrazine,R,3.0,2.0,T,LU,,Q,,O,999,52.0,
NE0904065514WGMN1,WG,ACG,Metolachlor ethanesulfonic acid (ESA),A,986.0,3.0,T,LU,,,,O,999,52.0,
NE0904065514WGMN1,WG,964,Desethyl atrazine,R,464.0,10.0,T,M,,,,O,999,7.0,
