Sample ID,Commod,Pesticide Code,Pesticide Name,Test Class,Concentration,LOD,pp_,Confirm 1,Confirm 2,Annotate,Quantitate,Mean,Extract,Determ,EPA Tolerance (ppm)
MD9705120002GCCA1,GC,170,Methamidophos,C,0.015,0.001,M,D,,,M,O,552.0,2.0,NT
MD9707160002GCCA1,GC,204,Acephate,C,0.044,0.002,M,D,,,M,O,552.0,2.0,3
MD9709170002GCCA1,GC,204,Acephate,C,0.016,0.002,M,D,,,M,O,552.0,2.0,3
MD9709170005GCCA1,GC,170,Methamidophos,C,0.002,0.001,M,D,,Q,M,O,552.0,2.0,NT
MD9711120002GCCA1,GC,170,Methamidophos,C,0.002,0.001,M,D,,Q,M,O,552.0,2.0,NT
MD9711120003GCCA1,GC,204,Acephate,C,0.013,0.002,M,D,,,M,O,552.0,2.0,3
MD9704280001GZCA1,GZ,170,Methamidophos,C,0.082,0.001,M,D,,,M,O,552.0,2.0,NT
MD9704280005GZCA1,GZ,170,Methamidophos,C,0.049,0.001,M,D,,,M,O,552.0,2.0,NT
MD9706090001GZCA1,GZ,170,Methamidophos,C,0.046,0.001,M,D,,,M,O,552.0,2.0,NT
MD9706090005GZCA1,GZ,204,Acephate,C,0.096,0.002,M,D,,,M,O,552.0,2.0,3
MD9708180001GZCA1,GZ,529,Vinclozolin,A,0.017,0.01,M,M,,,M,O,551.0,5.0,2.0 T
MD9708180005GZCA1,GZ,170,Methamidophos,C,0.002,0.001,M,D,,Q,M,O,552.0,2.0,NT
MD9708180007GZCA1,GZ,529,Vinclozolin,A,0.017,0.01,M,M,,,M,O,551.0,5.0,2.0 T
MD9710080001GZCA1,GZ,171,Dimethoate,C,0.012,0.002,M,D,,,M,O,552.0,2.0,2
MD9710080005GZCA1,GZ,204,Acephate,C,0.003,0.002,M,D,,Q,M,O,552.0,2.0,3
MD9710080006GZCA1,GZ,170,Methamidophos,C,0.002,0.001,M,D,,Q,M,O,552.0,2.0,NT
MD9710080007GZCA1,GZ,047,Dicofol Total,A,0.15,0.029,M,MO,,,H,O,551.0,5.0,5
MD9712100005GZCA1,GZ,529,Vinclozolin,A,0.017,0.01,M,M,,Q,M,O,551.0,5.0,2.0 T
MD9712100006GZCA1,GZ,204,Acephate,C,0.34,0.002,M,D,M,,M,O,552.0,2.0,3
MD9703180095MKNY1,MK,300,DDE,A,0.004,0.001,M,D,M,,M,O,999.0,5.0,1.25 AL
MD9704020005OJUS1,OJ,157,Thiabendazole,B,0.042,0.025,M,D,,Q,H,O,600.0,11.0,10
MD9706110005OJCA1,OJ,107,Ethion,C,0.003,0.002,M,D,,Q,M,O,552.0,2.0,2
MD9711100001OJCA1,OJ,107,Ethion,C,0.003,0.002,M,D,,Q,M,O,552.0,2.0,2
MD9711100005OJCA1,OJ,083,O-Phenylphenol,I,0.017,0.01,M,MO,,Q,H,O,550.0,7.0,10
MD9705120002GCCA1,GC,204,Acephate,C,0.012,0.002,M,D,,,M,O,552.0,2.0,3
MD9707160002GCCA1,GC,170,Methamidophos,C,0.037,0.001,M,D,,,M,O,552.0,2.0,NT
MD9709170002GCCA1,GC,170,Methamidophos,C,0.02,0.001,M,D,,,M,O,552.0,2.0,NT
MD9711120002GCCA1,GC,204,Acephate,C,0.008,0.002,M,D,,,M,O,552.0,2.0,3
MD9711120003GCCA1,GC,170,Methamidophos,C,0.022,0.001,M,D,,,M,O,552.0,2.0,NT
MD9704280001GZCA1,GZ,529,Vinclozolin,A,0.043,0.01,M,M,,,M,O,551.0,5.0,2.0 T
MD9704280001GZCA1,GZ,204,Acephate,C,0.24,0.002,M,D,,,M,O,552.0,2.0,3
MD9704280005GZCA1,GZ,057,Parathion methyl,C,0.38,0.002,M,D,M,,M,O,552.0,2.0,1
MD9704280005GZCA1,GZ,204,Acephate,C,0.19,0.002,M,D,,,M,O,552.0,2.0,3
MD9706090001GZCA1,GZ,529,Vinclozolin,A,0.042,0.01,M,M,,,M,O,551.0,5.0,2.0 T
MD9706090001GZCA1,GZ,204,Acephate,C,0.16,0.002,M,D,M,,M,O,552.0,2.0,3
MD9706090005GZCA1,GZ,170,Methamidophos,C,0.047,0.001,M,D,,,M,O,552.0,2.0,NT
MD9708180001GZCA1,GZ,170,Methamidophos,C,0.12,0.001,M,D,,,M,O,552.0,2.0,NT
MD9708180001GZCA1,GZ,204,Acephate,C,0.3,0.002,M,D,M,,M,O,552.0,2.0,3
MD9708180005GZCA1,GZ,204,Acephate,C,0.003,0.002,M,D,,Q,M,O,552.0,2.0,3
MD9708180005GZCA1,GZ,102,Carbaryl,E,0.048,0.008,M,M,,,H,O,553.0,12.0,10
MD9708180007GZCA1,GZ,170,Methamidophos,C,0.052,0.001,M,D,,,M,O,552.0,2.0,NT
MD9708180007GZCA1,GZ,204,Acephate,C,0.15,0.002,M,D,,,M,O,552.0,2.0,3
MD9710080001GZCA1,GZ,178,Omethoate,C,0.007,0.004,M,D,,Q,M,O,552.0,2.0,2
MD9710080006GZCA1,GZ,204,Acephate,C,0.003,0.002,M,D,,Q,M,O,552.0,2.0,3
MD9712100006GZCA1,GZ,170,Methamidophos,C,0.12,0.001,M,D,M,,M,O,552.0,2.0,NT
MD9704140002PECA1,PE,157,Thiabendazole,B,0.46,0.03,M,MO,,,H,O,550.0,7.0,10
MD9704140003PECA1,PE,042,Azinphos methyl,C,0.027,0.008,M,D,M,,M,O,552.0,2.0,2
MD9704140003PECA1,PE,157,Thiabendazole,B,0.31,0.03,M,MO,,,H,O,550.0,7.0,10
MD9704140003PECA1,PE,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,QV,H,O,550.0,7.0,NT
MD9704140005PECA1,PE,042,Azinphos methyl,C,0.013,0.008,M,D,M,Q,M,O,552.0,2.0,2
MD9704140005PECA1,PE,157,Thiabendazole,B,0.05,0.03,M,MO,,Q,H,O,550.0,7.0,10
MD9705140003PECA1,PE,157,Thiabendazole,B,0.72,0.03,M,MO,,,H,O,550.0,7.0,10
MD9705140005PECA1,PE,157,Thiabendazole,B,0.4,0.03,M,MO,,,H,O,550.0,7.0,10
MD9706040001PECA1,PE,083,O-Phenylphenol,I,0.017,0.01,M,MO,,Q,H,O,550.0,7.0,25
MD9706040001PECA1,PE,157,Thiabendazole,B,0.15,0.03,M,MO,,,H,O,550.0,7.0,10
MD9706040005PECA1,PE,157,Thiabendazole,B,0.74,0.03,M,MO,,,H,O,550.0,7.0,10
MD9707090002PECA1,PE,083,O-Phenylphenol,I,0.017,0.01,M,MO,,Q,H,O,550.0,7.0,25
MD9707090002PECA1,PE,157,Thiabendazole,B,0.94,0.03,M,MO,,,H,O,550.0,7.0,10
MD9708110036PECA1,PE,901,Endosulfan II,A,0.021,0.006,M,D,,,M,O,551.0,5.0,2
MD9708110036PECA1,PE,042,Azinphos methyl,C,0.081,0.008,M,D,M,,M,O,552.0,2.0,2
MD9709150003PECA1,PE,042,Azinphos methyl,C,0.091,0.008,M,D,M,,M,O,552.0,2.0,2
MD9709150005PECA1,PE,157,Thiabendazole,B,0.21,0.03,M,MO,,,H,O,550.0,7.0,10
MD9710140001PECA1,PE,157,Thiabendazole,B,0.05,0.03,M,MO,,Q,H,O,550.0,7.0,10
MD9710140001PECA1,PE,165,Phosmet,C,0.03,0.005,M,D,M,,M,O,552.0,2.0,10
MD9710140021PECA1,PE,083,O-Phenylphenol,I,0.43,0.01,M,MO,,,H,O,550.0,7.0,25
MD9710140021PECA1,PE,157,Thiabendazole,B,0.16,0.03,M,MO,,,H,O,550.0,7.0,10
MD9711050001PECA1,PE,047,Dicofol Total,A,0.17,0.029,M,MO,,,H,O,550.0,7.0,5
MD9711050001PECA1,PE,083,O-Phenylphenol,I,9.8,0.01,M,MO,,,H,O,550.0,7.0,25
MD9711050001PECA1,PE,165,Phosmet,C,0.09,0.005,M,D,M,,M,O,552.0,2.0,10
MD9711050002PECA1,PE,157,Thiabendazole,B,0.15,0.03,M,MO,,,H,O,550.0,7.0,10
MD9711050003PECA1,PE,042,Azinphos methyl,C,0.013,0.008,M,D,M,Q,M,O,552.0,2.0,2
MD9704140002PECA1,PE,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,QV,H,O,550.0,7.0,NT
MD9704140003PECA1,PE,083,O-Phenylphenol,I,0.017,0.01,M,MO,,Q,H,O,550.0,7.0,25
MD9704140005PECA1,PE,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,QV,H,O,550.0,7.0,NT
MD9705140001PECA1,PE,157,Thiabendazole,B,0.05,0.03,M,MO,,Q,H,O,550.0,7.0,10
MD9705140003PECA1,PE,042,Azinphos methyl,C,0.013,0.008,M,D,M,Q,M,O,552.0,2.0,2
MD9705140005PECA1,PE,042,Azinphos methyl,C,0.09,0.008,M,D,M,,M,O,552.0,2.0,2
MD9706040001PECA1,PE,042,Azinphos methyl,C,0.013,0.008,M,D,M,Q,M,O,552.0,2.0,2
MD9706040005PECA1,PE,042,Azinphos methyl,C,0.03,0.008,M,D,M,,M,O,552.0,2.0,2
MD9707090002PECA1,PE,165,Phosmet,C,0.018,0.005,M,D,,,M,O,552.0,2.0,10
MD9708110002PECA1,PE,042,Azinphos methyl,C,0.038,0.008,M,D,M,,M,O,552.0,2.0,2
MD9708110003PECA1,PE,042,Azinphos methyl,C,0.013,0.008,M,D,,Q,M,O,552.0,2.0,2
MD9708110005PECA1,PE,042,Azinphos methyl,C,0.4,0.008,M,D,M,,M,O,552.0,2.0,2
MD9708110036PECA1,PE,047,Dicofol Total,A,0.033,0.02,M,MO,,Q,H,O,551.0,7.0,5
MD9709150001PECA1,PE,165,Phosmet,C,0.033,0.005,M,D,M,,M,O,552.0,2.0,10
MD9709150003PECA1,PE,157,Thiabendazole,B,0.17,0.03,M,MO,,,H,O,550.0,7.0,10
MD9709150005PECA1,PE,042,Azinphos methyl,C,0.019,0.008,M,D,,,M,O,552.0,2.0,2
MD9709150036PECA1,PE,157,Thiabendazole,B,0.05,0.03,M,MO,,Q,H,O,550.0,7.0,10
MD9710140001PECA1,PE,057,Parathion methyl,C,0.003,0.002,M,D,,Q,M,O,552.0,2.0,1
MD9710140002PECA1,PE,157,Thiabendazole,B,0.31,0.03,M,MO,,,H,O,550.0,7.0,10
MD9710140005PECA1,PE,042,Azinphos methyl,C,0.13,0.008,M,D,M,,M,O,552.0,2.0,2
MD9710140021PECA1,PE,042,Azinphos methyl,C,0.086,0.008,M,D,M,,M,O,552.0,2.0,2
MD9711050001PECA1,PE,157,Thiabendazole,B,0.2,0.03,M,MO,,,H,O,550.0,7.0,10
MD9711050002PECA1,PE,042,Azinphos methyl,C,0.058,0.008,M,D,M,,M,O,552.0,2.0,2
MD9711050003PECA1,PE,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,QV,H,O,550.0,7.0,NT
MD9711050013PECA1,PE,042,Azinphos methyl,C,0.085,0.008,M,D,M,,M,O,552.0,2.0,2
MD9712030001PECA1,PE,042,Azinphos methyl,C,0.083,0.008,M,D,M,,M,O,552.0,2.0,2
MD9712030002PECA1,PE,165,Phosmet,C,0.24,0.005,M,D,M,,M,O,552.0,2.0,10
MD9712030003PECA1,PE,042,Azinphos methyl,C,0.013,0.008,M,D,,Q,M,O,552.0,2.0,2
MD9712030005PECA1,PE,157,Thiabendazole,B,0.13,0.03,M,MO,,,H,O,550.0,7.0,10
MD9710200001SCCA1,SC,065,Parathion ethyl,C,0.005,0.003,M,D,,Q,M,O,552.0,2.0,1
MD9710200002SCCA1,SC,539,Permethrin Total,O,1.92,0.01,M,D,M,,M,O,551.0,5.0,20
MD9710200005SCCA1,SC,539,Permethrin Total,O,0.17,0.01,M,D,M,,M,O,551.0,5.0,20
MD9711190001SCCA1,SC,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,QV,H,O,550.0,7.0,NT
MD9711190002SCCA1,SC,539,Permethrin Total,O,2.4,0.01,M,D,M,,M,O,551.0,5.0,20
MD9711190005SCCA1,SC,065,Parathion ethyl,C,0.011,0.003,M,D,,,M,O,552.0,2.0,1
MD9712170001SCCA1,SC,539,Permethrin Total,O,1.26,0.01,M,D,M,,M,O,551.0,5.0,20
MD9712170002SCCA1,SC,065,Parathion ethyl,C,0.017,0.003,M,D,M,,M,O,552.0,2.0,1
MD9712170005SCCA1,SC,065,Parathion ethyl,C,0.016,0.003,M,D,M,,M,O,552.0,2.0,1
MD9704140002SPCA1,SP,170,Methamidophos,C,0.002,0.001,M,D,M,QV,M,O,552.0,2.0,NT
MD9705140005SPCA1,SP,178,Omethoate,C,0.007,0.004,M,D,,Q,M,O,552.0,2.0,2
MD9706040001SPCA1,SP,083,O-Phenylphenol,I,0.017,0.01,M,MO,,QV,H,O,550.0,7.0,NT
MD9706040002SPCA1,SP,539,Permethrin Total,O,2.9,0.01,M,D,M,,M,O,551.0,5.0,20
MD9706040026SPCA1,SP,300,DDE,A,0.012,0.007,M,D,,Q,M,O,551.0,5.0,0.5 AL
MD9707090001SPCA1,SP,083,O-Phenylphenol,I,0.017,0.01,M,MO,,QV,H,O,550.0,7.0,NT
MD9707090002SPCA1,SP,539,Permethrin Total,O,2.4,0.01,M,D,M,,M,O,551.0,5.0,20
MD9707090005SPCA1,SP,539,Permethrin Total,O,1.26,0.01,M,D,M,,M,O,551.0,5.0,20
MD9708110002SPCA1,SP,300,DDE,A,0.012,0.007,M,D,M,Q,M,O,551.0,5.0,0.5 AL
MD9708110005SPCA1,SP,539,Permethrin Total,O,0.69,0.01,M,D,M,,M,O,551.0,5.0,20
MD9708110026SPCA1,SP,178,Omethoate,C,0.015,0.004,M,D,,,M,O,552.0,2.0,2
MD9709150018SPCA1,SP,171,Dimethoate,C,0.028,0.002,M,D,,,M,O,552.0,2.0,2
MD9711050003PECA1,PE,157,Thiabendazole,B,0.56,0.03,M,MO,,,H,O,550.0,7.0,10
MD9711050003PECA1,PE,057,Parathion methyl,C,0.003,0.002,M,D,,Q,M,O,552.0,2.0,1
MD9711050013PECA1,PE,165,Phosmet,C,0.082,0.005,M,D,M,,M,O,552.0,2.0,10
MD9711050013PECA1,PE,157,Thiabendazole,B,0.05,0.03,M,MO,,Q,H,O,550.0,7.0,10
MD9711050013PECA1,PE,102,Carbaryl,E,0.1,0.008,M,M,,,H,O,553.0,12.0,10
MD9712030001PECA1,PE,083,O-Phenylphenol,I,0.038,0.01,M,MO,,,H,O,550.0,7.0,25
MD9712030002PECA1,PE,157,Thiabendazole,B,0.21,0.03,M,MO,,,H,O,550.0,7.0,10
MD9712030002PECA1,PE,083,O-Phenylphenol,I,9.6,0.01,M,MO,,,H,O,550.0,7.0,25
MD9712030002PECA1,PE,125,Diphenylamine (DPA),F,0.017,0.01,M,MO,,QV,H,O,550.0,7.0,NT
MD9712030003PECA1,PE,157,Thiabendazole,B,0.4,0.03,M,MO,,,H,O,550.0,7.0,10
MD9712030005PECA1,PE,042,Azinphos methyl,C,0.17,0.008,M,D,M,,M,O,552.0,2.0,2
MD9710200001SCCA1,SC,539,Permethrin Total,O,0.115,0.01,M,D,M,,M,O,551.0,5.0,20
MD9711190001SCCA1,SC,539,Permethrin Total,O,0.87,0.01,M,D,M,,M,O,551.0,5.0,20
MD9711190005SCCA1,SC,539,Permethrin Total,O,0.86,0.01,M,D,M,,M,O,551.0,5.0,20
MD9712170002SCCA1,SC,539,Permethrin Total,O,1.73,0.01,M,D,M,,M,O,551.0,5.0,20
MD9712170005SCCA1,SC,539,Permethrin Total,O,1.07,0.01,M,D,M,,M,O,551.0,5.0,20
MD9704140002SPCA1,SP,204,Acephate,C,0.008,0.002,M,D,,V,M,O,552.0,2.0,NT
MD9705140005SPCA1,SP,300,DDE,A,0.012,0.007,M,D,M,Q,M,O,551.0,5.0,0.5 AL
MD9705140005SPCA1,SP,539,Permethrin Total,O,0.185,0.01,M,D,M,,M,O,551.0,5.0,20
MD9706040001SPCA1,SP,300,DDE,A,0.012,0.007,M,D,,Q,M,O,551.0,5.0,0.5 AL
MD9706040002SPCA1,SP,300,DDE,A,0.032,0.007,M,D,M,,M,O,551.0,5.0,0.5 AL
MD9708110002SPCA1,SP,178,Omethoate,C,0.045,0.004,M,D,,,M,O,552.0,2.0,2
MD9708110002SPCA1,SP,539,Permethrin Total,O,2.6,0.01,M,D,M,,M,O,551.0,5.0,20
MD9708110002SPCA1,SP,022,DDT,A,0.013,0.008,M,D,M,Q,M,O,551.0,5.0,0.5 AL
MD9708110026SPCA1,SP,300,DDE,A,0.012,0.007,M,D,M,Q,M,O,551.0,5.0,0.5 AL
MD9708110026SPCA1,SP,539,Permethrin Total,O,5.8,0.01,M,D,M,,M,O,551.0,5.0,20
MD9709150018SPCA1,SP,178,Omethoate,C,0.082,0.004,M,D,,,M,O,552.0,2.0,2
MD9703240005SWCA1,SW,144,Dicloran,A,0.41,0.008,M,D,M,,M,O,551.0,5.0,10
MD9704210003SWCA1,SW,144,Dicloran,A,0.54,0.008,M,D,M,,M,O,551.0,5.0,10
MD9704210005SWCA1,SW,144,Dicloran,A,0.35,0.008,M,D,M,,M,O,551.0,5.0,10
MD9704210031SWCA1,SW,144,Dicloran,A,0.43,0.008,M,D,M,,M,O,551.0,5.0,10
MD9705190003SWCA1,SW,144,Dicloran,A,0.25,0.008,M,D,M,,M,O,551.0,5.0,10
MD9705190005SWCA1,SW,144,Dicloran,A,0.38,0.008,M,D,M,,M,O,551.0,5.0,10
MD9705190033SWCA1,SW,144,Dicloran,A,0.47,0.008,M,D,M,,M,O,551.0,5.0,10
MD9706230001SWCA1,SW,144,Dicloran,A,0.44,0.008,M,D,M,,M,O,551.0,5.0,10
MD9706230002SWCA1,SW,144,Dicloran,A,1.3,0.008,M,D,M,,M,O,551.0,5.0,10
MD9706230005SWCA1,SW,144,Dicloran,A,0.88,0.008,M,D,M,,M,O,551.0,5.0,10
MD9706230034SWCA1,SW,144,Dicloran,A,0.33,0.008,M,D,M,,M,O,551.0,5.0,10
MD9707070001SWCA1,SW,144,Dicloran,A,0.77,0.008,M,D,M,,M,O,551.0,5.0,10
MD9707070002SWCA1,SW,144,Dicloran,A,0.53,0.008,M,D,M,,M,O,551.0,5.0,10
MD9707070005SWCA1,SW,144,Dicloran,A,0.26,0.008,M,D,M,,M,O,551.0,5.0,10
MD9708040002SWCA1,SW,144,Dicloran,A,0.48,0.008,M,D,M,,M,O,551.0,5.0,10
MD9708040005SWCA1,SW,144,Dicloran,A,0.25,0.008,M,D,M,,M,O,551.0,5.0,10
MD9709080001SWCA1,SW,144,Dicloran,A,0.33,0.008,M,D,M,,M,O,551.0,5.0,10
MD9709080003SWCA1,SW,144,Dicloran,A,0.56,0.008,M,D,M,,M,O,551.0,5.0,10
MD9709080005SWCA1,SW,144,Dicloran,A,0.12,0.008,M,D,M,,M,O,551.0,5.0,10
MD9709080021SWCA1,SW,144,Dicloran,A,0.59,0.008,M,D,M,,M,O,551.0,5.0,10
MD9710060005SWCA1,SW,144,Dicloran,A,0.2,0.008,M,D,M,,M,O,551.0,5.0,10
MD9710060033SWCA1,SW,144,Dicloran,A,0.5,0.008,M,D,M,,M,O,551.0,5.0,10
MD9711030013SWCA1,SW,144,Dicloran,A,0.23,0.008,M,D,M,,M,O,551.0,5.0,10
MD9712010005SWCA1,SW,144,Dicloran,A,0.42,0.008,M,D,M,,M,O,551.0,5.0,10
MD9703240002TOCA1,TO,901,Endosulfan II,A,0.01,0.006,M,D,,Q,M,O,551.0,5.0,2
MD9703240005TOCA1,TO,160,Chlorpyrifos,C,0.034,0.004,M,D,M,,M,O,552.0,2.0,0.5
MD9704210003TOCA1,TO,170,Methamidophos,C,0.002,0.001,M,D,,Q,M,O,552.0,2.0,1
MD9704210005TOCA1,TO,170,Methamidophos,C,0.023,0.001,M,D,,,M,O,552.0,2.0,1
MD9704210018TOCA1,TO,901,Endosulfan II,A,0.01,0.006,M,D,,Q,M,O,551.0,5.0,2
MD9705190005TOCA1,TO,160,Chlorpyrifos,C,0.007,0.004,M,D,M,Q,M,O,552.0,2.0,0.5
MD9706230001TOCA1,TO,900,Endosulfan I,A,0.008,0.005,M,D,,Q,M,O,551.0,5.0,2
MD9706230005TOCA1,TO,170,Methamidophos,C,0.022,0.001,M,D,,,M,O,552.0,2.0,1
MD9706230020TOCA1,TO,178,Omethoate,C,0.007,0.004,M,D,,Q,M,O,552.0,2.0,2
MD9707140001TOCA1,TO,178,Omethoate,C,0.007,0.004,M,D,,Q,M,O,552.0,2.0,2
MD9707140005TOCA1,TO,164,Chlorothalonil,A,0.23,0.005,M,D,M,,M,O,551.0,5.0,5
MD9708250003TOCA1,TO,170,Methamidophos,C,0.015,0.001,M,D,,,M,O,552.0,2.0,1
MD9708250005TOCA1,TO,170,Methamidophos,C,0.038,0.001,M,D,,,M,O,552.0,2.0,1
MD9708250026TOCA1,TO,170,Methamidophos,C,0.01,0.001,M,D,,,M,O,552.0,2.0,1
MD9709220001TOCA1,TO,170,Methamidophos,C,0.007,0.001,M,D,,,M,O,552.0,2.0,1
MD9709220003TOCA1,TO,164,Chlorothalonil,A,0.63,0.005,M,D,M,,M,O,551.0,5.0,5
MD9709220005TOCA1,TO,164,Chlorothalonil,A,0.008,0.005,M,D,,Q,M,O,551.0,5.0,5
MD9709220035TOCA1,TO,178,Omethoate,C,0.007,0.004,M,D,,Q,M,O,552.0,2.0,2
MD9710270002TOCA1,TO,164,Chlorothalonil,A,0.057,0.005,M,D,,,M,O,551.0,5.0,5
MD9710270034TOCA1,TO,170,Methamidophos,C,0.01,0.001,M,D,,,M,O,552.0,2.0,1
MD9711170003TOCA1,TO,170,Methamidophos,C,0.002,0.001,M,D,,Q,M,O,552.0,2.0,1
MD9711170037TOCA1,TO,170,Methamidophos,C,0.028,0.001,M,D,,,M,O,552.0,2.0,1
MD9703240002TOCA1,TO,900,Endosulfan I,A,0.008,0.005,M,D,,Q,M,O,551.0,5.0,2
MD9703240005TOCA1,TO,170,Methamidophos,C,0.12,0.001,M,D,,,M,O,552.0,2.0,1
MD9704210003TOCA1,TO,164,Chlorothalonil,A,0.026,0.005,M,D,,,M,O,551.0,5.0,5
MD9704210018TOCA1,TO,902,Endosulfan sulfate,A,0.012,0.007,M,D,,Q,M,O,551.0,5.0,2
MD9705190005TOCA1,TO,170,Methamidophos,C,0.019,0.001,M,D,,,M,O,552.0,2.0,1
MD9706230001TOCA1,TO,901,Endosulfan II,A,0.01,0.006,M,D,,Q,M,O,551.0,5.0,2
MD9706230020TOCA1,TO,164,Chlorothalonil,A,0.26,0.005,M,D,M,,M,O,551.0,5.0,5
MD9708250003TOCA1,TO,047,Dicofol Total,A,0.034,0.01,M,MO,,,H,O,551.0,5.0,5
MD9708250026TOCA1,TO,164,Chlorothalonil,A,0.008,0.005,M,D,,Q,M,O,551.0,5.0,5
MD9708250026TOCA1,TO,178,Omethoate,C,0.007,0.004,M,D,,Q,M,O,552.0,2.0,2
MD9709220001TOCA1,TO,204,Acephate,C,0.015,0.002,M,D,,V,M,O,552.0,2.0,NT
MD9709220001TOCA1,TO,902,Endosulfan sulfate,A,0.012,0.007,M,D,,Q,M,O,551.0,5.0,2
MD9709220001TOCA1,TO,901,Endosulfan II,A,0.01,0.006,M,D,,Q,M,O,551.0,5.0,2
MD9709220001TOCA1,TO,164,Chlorothalonil,A,0.008,0.005,M,D,,Q,M,O,551.0,5.0,5
MD9709220001TOUS1,TO,192,Benomyl,B,0.24,0.05,M,D,,,H,O,600.0,11.0,5
MD9711170003TOCA1,TO,204,Acephate,C,0.003,0.002,M,D,,QV,M,O,552.0,2.0,NT
MD9711170003TOCA1,TO,164,Chlorothalonil,A,0.23,0.005,M,D,,,M,O,551.0,5.0,5
MD9703120024WSCA1,WS,900,Endosulfan I,A,0.008,0.005,M,D,,Q,M,O,551.0,5.0,2
MD9705080001WSCA1,WS,300,DDE,A,0.024,0.007,M,D,,,M,O,551.0,5.0,0.1 AL
MD9706020001WSCA1,WS,902,Endosulfan sulfate,A,0.012,0.007,M,D,,Q,M,O,551.0,5.0,2
MD9706020005WSCA1,WS,902,Endosulfan sulfate,A,0.012,0.007,M,D,,Q,M,O,551.0,5.0,2
MD9708250026WSCA1,WS,047,Dicofol Total,A,0.081,0.029,M,MO,,,H,O,551.0,7.0,5
MD9709220003WSCA1,WS,300,DDE,A,0.065,0.007,M,D,,,M,O,551.0,5.0,0.1 AL
MD9710270005WSCA1,WS,300,DDE,A,0.012,0.007,M,D,,Q,M,O,551.0,5.0,0.1 AL
MD9710270034WSCA1,WS,902,Endosulfan sulfate,A,0.026,0.007,M,D,,,M,O,551.0,5.0,2
MD9711170002WSCA1,WS,170,Methamidophos,C,0.002,0.001,M,D,,QV,M,O,552.0,2.0,NT
MD9711170003WSCA1,WS,204,Acephate,C,0.026,0.002,M,D,,V,M,O,552.0,2.0,NT
MD9712150001WSCA1,WS,164,Chlorothalonil,A,0.08,0.005,M,D,M,,M,O,551.0,5.0,5
MD9712150003WSCA1,WS,902,Endosulfan sulfate,A,0.012,0.007,M,D,,Q,M,O,551.0,5.0,2
MD9704070001WZCA1,WZ,300,DDE,A,0.012,0.007,M,D,,Q,M,O,551.0,5.0,0.1 AL
MD9703120024WSCA1,WS,902,Endosulfan sulfate,A,0.012,0.007,M,D,,Q,M,O,551,5.0,2
MD9703120024WSCA1,WS,164,Chlorothalonil,A,0.23,0.005,M,D,M,,M,O,551,5.0,5
MD9703120024WSCA1,WS,901,Endosulfan II,A,0.01,0.006,M,D,,Q,M,O,551,5.0,2
